"","annotated_genes","seqnames","start","end","width","strand","startCpG","endCpG","target","region","lenCpG","bp","tg_mean","bg_mean","delta_means","delta_quants","delta_maxmin","ttest","direction","segment_id","dist_to_TSS","X","baseMean","log2FoldChange","lfcSE","pvalue","padj","SH.SY5Y_C2","SH.SY5Y_C1","SH.SY5Y_J2","SH.SY5Y_J4","SH.SY5Y_C4","SH.SY5Y_J3","SH.SY5Y_J1","SH.SY5Y_C3","type","description"
"7695","PRKD1","chr14",29534529,29534659,131,"*",20051612,20051619,"R","chr14:29534529-29534659","7CpGs","130bp",0.353,0.703,0.35,0.302,0.264,0.0442,"U","chr14:29534529-29534659",657239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7696","PRKD1","chr14",30230928,30231916,989,"*",20056087,20056096,"R","chr14:30230928-30231916","9CpGs","988bp",0.201,0.673,0.472,0.379,0.338,0.0388,"U","chr14:30230928-30231916",-39030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7697","PRKD1","chr14",30239241,30241153,1913,"*",20056138,20056152,"R","chr14:30239241-30241153","14CpGs","1912bp",0.227,0.803,0.576,0.448,0.433,0.0452,"U","chr14:30239241-30241153",-47343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7698","PRKD1","chr14",30247001,30247655,655,"*",20056174,20056185,"R","chr14:30247001-30247655","11CpGs","654bp",0.169,0.567,0.398,0.377,0.375,0.0029,"U","chr14:30247001-30247655",-55103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7699","PRKD1","chr14",30247865,30248385,521,"*",20056188,20056193,"R","chr14:30247865-30248385","5CpGs","520bp",0.455,0.831,0.376,0.358,0.347,0.00343,"U","chr14:30247865-30248385",-55967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7700","PRKD1","chr14",30446004,30446671,668,"*",20057557,20057565,"R","chr14:30446004-30446671","8CpGs","667bp",0,0.508,0.508,0.472,0.471,0.00539,"U","chr14:30446004-30446671",-254106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7701","PRKD1","chr14",30300186,30300962,777,"*",20056526,20056533,"R","chr14:30300186-30300962","7CpGs","776bp",0.812,0.104,0.708,0.578,0.542,0.0282,"M","chr14:30300186-30300962",-108288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7703","PRKN","chr6",162846096,162846340,245,"*",10711606,10711611,"R","chr6:162846096-162846340","5CpGs","244bp",0.971,0.6,0.371,0.356,0.341,0.00624,"M","chr6:162846096-162846340",-118321,"ENSG00000185345",78.8984531333434,-0.730086791308587,0.227028670082549,4.88835161533906e-05,0.00032190829009089,49.9705939302696,57.0276369490451,123.282162633663,66.1289617889703,64.7201466884258,106.725752527304,110.776915320107,52.5554552289626,"protein_coding","parkin RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:8607]"
"7715","PRNP","chr20",4319891,4319904,14,"*",26039510,26039513,"R","chr20:4319891-4319904","3CpGs","13bp",0.667,1,0.333,0.333,0.333,0,"U","chr20:4319891-4319904",-366446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7716","PRNP","chr20",4593532,4593866,335,"*",26041438,26041444,"R","chr20:4593532-4593866","6CpGs","334bp",0.85,0.487,0.363,0.299,0.288,0.0269,"M","chr20:4593532-4593866",-92484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7771","PSAT1","chr9",78891579,78892309,731,"*",14317014,14317017,"R","chr9:78891579-78892309","3CpGs","730bp",1,0.675,0.325,0.254,0.25,0.0493,"M","chr9:78891579-78892309",594454,"ENSG00000135069",3253.51026542783,0.304480214631518,0.0652734709898091,1.32410564779651e-06,1.19768234333733e-05,3640.08015340942,3723.90469277265,3058.21951439906,3013.00082150996,3605.02571466232,2678.97106343899,2829.07199125197,3479.80817197828,"protein_coding","phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:19129]"
"7773","PSMA2","chr7",42975125,42975748,624,"*",11276423,11276426,"R","chr7:42975125-42975748","3CpGs","623bp",0.0917,0.505,0.413,0.318,0.309,0.0499,"U","chr7:42975125-42975748",-42911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7774","PSMA2","chr7",42980307,42980668,362,"*",11276441,11276444,"R","chr7:42980307-42980668","3CpGs","361bp",0.155,0.655,0.501,0.426,0.417,0.0206,"U","chr7:42980307-42980668",-48093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7775","PSMA6","chr14",35356438,35356900,463,"*",20103747,20103751,"R","chr14:35356438-35356900","4CpGs","462bp",0.974,0.646,0.328,0.271,0.255,0.0253,"M","chr14:35356438-35356900",77805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7779","PSMD7","chr16",74143495,74144131,637,"*",22608915,22608921,"R","chr16:74143495-74144131","6CpGs","636bp",0.908,0.5,0.408,0.395,0.382,0.00388,"M","chr16:74143495-74144131",-152683,"ENSG00000103035",1501.23898026668,0.238763609540996,0.0820290388763524,0.0021135669093085,0.00897799860773727,1436.93218990598,1808.91664402371,1398.01972426573,1383.19745075263,1730.41234303791,1319.37778124333,1364.35499979722,1568.70070910691,"protein_coding","proteasome 26S subunit, non-ATPase 7 [Source:HGNC Symbol;Acc:HGNC:9565]"
"7876","PYGB","chr20",25227573,25227664,92,"*",26219048,26219051,"R","chr20:25227573-25227664","3CpGs","91bp",0.638,0.939,0.301,0.239,0.232,0.039,"U","chr20:25227573-25227664",-20421,"ENSG00000100994",3440.53148449261,-0.59025901479637,0.0990670080001853,1.6270317767676e-10,2.73172606603964e-09,2501.86106944217,3088.61681716028,4361.72291397898,3660.51357236029,2634.22351433593,3942.66584336373,4728.37534280868,2606.27280249083,"protein_coding","glycogen phosphorylase B [Source:HGNC Symbol;Acc:HGNC:9723]"
"7929","RAD23B","chr9",107488116,107488166,51,"*",14587218,14587226,"R","chr9:107488116-107488166","8CpGs","50bp",1,0.481,0.519,0.501,0.5,0.00137,"M","chr9:107488116-107488166",204979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7930","RAD23B","chr9",107430780,107430888,109,"*",14586315,14586318,"R","chr9:107430780-107430888","3CpGs","108bp",0.181,0.603,0.422,0.326,0.288,0.0467,"U","chr9:107430780-107430888",147643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7931","RAD23B","chr9",107471916,107472122,207,"*",14586940,14586946,"R","chr9:107471916-107472122","6CpGs","206bp",0.575,0,0.575,0.518,0.462,0.0366,"M","chr9:107471916-107472122",188779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7932","RAD23B","chr9",107466101,107466231,131,"*",14586838,14586852,"R","chr9:107466101-107466231","14CpGs","130bp",0.683,0.109,0.574,0.466,0.455,0.0343,"M","chr9:107466101-107466231",182964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7933","RAD23B","chr9",107466320,107466375,56,"*",14586856,14586864,"R","chr9:107466320-107466375","8CpGs","55bp",0.652,0.0893,0.562,0.443,0.405,0.0377,"M","chr9:107466320-107466375",183183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8100","RGMB","chr5",98668298,98668625,328,"*",8573452,8573459,"R","chr5:98668298-98668625","7CpGs","327bp",0.571,0.978,0.407,0.386,0.385,0.00284,"U","chr5:98668298-98668625",-100025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8101","RGMB","chr5",98226747,98227161,415,"*",8570968,8570973,"R","chr5:98226747-98227161","5CpGs","414bp",1,0.667,0.333,0.333,0.333,0,"M","chr5:98226747-98227161",-541489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8213","ROCK1","chr18",21202880,21202936,57,"*",24361506,24361511,"R","chr18:21202880-21202936","5CpGs","56bp",0.593,1,0.407,0.37,0.333,0.031,"U","chr18:21202880-21202936",-91067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8408","RXRA","chr9",134464834,134464993,160,"*",14935214,14935225,"R","chr9:134464834-134464993","11CpGs","159bp",0.748,0.301,0.448,0.408,0.381,0.0141,"M","chr9:134464834-134464993",147736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8409","RXRA","chr9",134465676,134465690,15,"*",14935264,14935267,"R","chr9:134465676-134465690","3CpGs","14bp",0.759,0.317,0.442,0.397,0.367,0.0187,"M","chr9:134465676-134465690",148578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8412","RYR3","chr15",33274472,33275272,801,"*",21000225,21000230,"R","chr15:33274472-33275272","5CpGs","800bp",0.585,0.944,0.359,0.287,0.264,0.0343,"U","chr15:33274472-33275272",-35690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8507","SDHB","chr1",17305149,17305515,367,"*",323972,323977,"R","chr1:17305149-17305515","5CpGs","366bp",0.101,0.464,0.363,0.324,0.317,0.0103,"U","chr1:17305149-17305515",-251117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8508","SDHB","chr1",17310925,17311092,168,"*",324060,324069,"R","chr1:17310925-17311092","9CpGs","167bp",0.464,0.887,0.423,0.411,0.406,0.000813,"U","chr1:17310925-17311092",-256893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8509","SDHB","chr1",17318834,17318935,102,"*",324210,324214,"R","chr1:17318834-17318935","4CpGs","101bp",0.792,0.323,0.469,0.427,0.394,0.0191,"M","chr1:17318834-17318935",-264802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8524","SEC23A","chr14",38848586,38850028,1443,"*",20130454,20130465,"R","chr14:38848586-38850028","11CpGs","1442bp",0.593,0.125,0.468,0.375,0.35,0.0325,"M","chr14:38848586-38850028",259618,"ENSG00000100934",1451.71427884476,0.16273248310428,0.0648317655829001,0.00946223521577152,0.0325311246412134,1574.62893762494,1626.42820578677,1350.35062138072,1339.11147622665,1456.77102107457,1375.83415758024,1392.75933705878,1497.83047402543,"protein_coding","SEC23 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10701]"
"8525","SEC24B","chr4",109346704,109346806,103,"*",7139462,7139468,"R","chr4:109346704-109346806","6CpGs","102bp",0.162,0.543,0.381,0.323,0.282,0.0427,"U","chr4:109346704-109346806",-86966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8527","SEL1L","chr14",81800862,81802260,1399,"*",20502109,20502116,"R","chr14:81800862-81802260","7CpGs","1398bp",0.438,0.0572,0.38,0.348,0.316,0.026,"M","chr14:81800862-81802260",-267009,"ENSG00000071537",2991.46359637801,-0.289975296885241,0.0701833939096062,1.66431774708866e-05,0.000120424549285032,2879.41666802643,2421.39346485646,3210.26751498058,3342.26794375088,2589.94130870701,3339.43332907897,3346.03092941247,2802.95761221134,"protein_coding","SEL1L adaptor subunit of ERAD E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:10717]"
"8528","SEL1L","chr14",81887815,81887897,83,"*",20502678,20502683,"R","chr14:81887815-81887897","5CpGs","82bp",0.0625,0.379,0.316,0.264,0.232,0.041,"U","chr14:81887815-81887897",-353962,"ENSG00000071537",2991.46359637801,-0.289975296885241,0.0701833939096062,1.66431774708866e-05,0.000120424549285032,2879.41666802643,2421.39346485646,3210.26751498058,3342.26794375088,2589.94130870701,3339.43332907897,3346.03092941247,2802.95761221134,"protein_coding","SEL1L adaptor subunit of ERAD E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:10717]"
"8807","SLC38A1","chr12",46295310,46295922,613,"*",18194891,18194894,"R","chr12:46295310-46295922","3CpGs","612bp",0.425,0.0833,0.342,0.313,0.3,0.00764,"M","chr12:46295310-46295922",-25359,"ENSG00000111371",7632.76178997247,0.390434404412373,0.0663631901937742,9.89521646974364e-10,1.50043792592235e-08,9422.23309996306,8101.34610498135,6349.03137563363,6590.85319163404,8516.94421596285,6398.13152651003,6910.775255739,8772.77954935578,"protein_coding","solute carrier family 38 member 1 [Source:HGNC Symbol;Acc:HGNC:13447]"
"8808","SLC38A1","chr12",46037968,46038057,90,"*",18193122,18193125,"R","chr12:46037968-46038057","3CpGs","89bp",0.0714,0.428,0.357,0.305,0.269,0.0397,"U","chr12:46037968-46038057",231894,"ENSG00000111371",7632.76178997247,0.390434404412373,0.0663631901937742,9.89521646974364e-10,1.50043792592235e-08,9422.23309996306,8101.34610498135,6349.03137563363,6590.85319163404,8516.94421596285,6398.13152651003,6910.775255739,8772.77954935578,"protein_coding","solute carrier family 38 member 1 [Source:HGNC Symbol;Acc:HGNC:13447]"
"8815","SLC39A8","chr4",101953837,101954904,1068,"*",7092358,7092365,"R","chr4:101953837-101954904","7CpGs","1067bp",1,0.684,0.316,0.316,0.316,0,"M","chr4:101953837-101954904",476354,"ENSG00000138821",949.411097465079,0.734181205473625,0.0815664222314946,8.92976980265213e-21,4.34053577042932e-19,1151.54457568199,1315.05730804498,720.789710864814,690.221038672378,1122.95131710269,675.156390987943,739.459580042767,1180.10885832307,"protein_coding","solute carrier family 39 member 8 [Source:HGNC Symbol;Acc:HGNC:20862]"
"8816","SLC39A8","chr4",101744883,101746437,1555,"*",7091184,7091194,"R","chr4:101744883-101746437","10CpGs","1554bp",0.916,0.523,0.393,0.368,0.364,0.00363,"M","chr4:101744883-101746437",684821,"ENSG00000138821",949.411097465079,0.734181205473625,0.0815664222314946,8.92976980265213e-21,4.34053577042932e-19,1151.54457568199,1315.05730804498,720.789710864814,690.221038672378,1122.95131710269,675.156390987943,739.459580042767,1180.10885832307,"protein_coding","solute carrier family 39 member 8 [Source:HGNC Symbol;Acc:HGNC:20862]"
"8937","SMAD1","chr4",145380855,145382679,1825,"*",7378253,7378260,"R","chr4:145380855-145382679","7CpGs","1824bp",0.139,0.493,0.353,0.3,0.274,0.0254,"U","chr4:145380855-145382679",-98515,"ENSG00000170365",405.921321822701,0.908248993408285,0.143710893548995,7.37487088577656e-12,1.48554234999705e-10,477.496786444799,607.914609876821,221.086011656368,343.043989280284,579.074996685915,255.987131061866,284.990183857712,477.776865717842,"protein_coding","SMAD family member 1 [Source:HGNC Symbol;Acc:HGNC:6767]"
"8938","SMAD1","chr4",145590930,145591429,500,"*",7379827,7379830,"R","chr4:145590930-145591429","3CpGs","499bp",0.0625,0.5,0.438,0.406,0.375,0.0198,"U","chr4:145590930-145591429",109736,"ENSG00000170365",405.921321822701,0.908248993408285,0.143710893548995,7.37487088577656e-12,1.48554234999705e-10,477.496786444799,607.914609876821,221.086011656368,343.043989280284,579.074996685915,255.987131061866,284.990183857712,477.776865717842,"protein_coding","SMAD family member 1 [Source:HGNC Symbol;Acc:HGNC:6767]"
"8939","SMAD2","chr18",47330935,47330944,10,"*",24560394,24560397,"R","chr18:47330935-47330944","3CpGs","9bp",0.232,0.641,0.409,0.376,0.365,0.00579,"U","chr18:47330935-47330944",600202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8940","SMAD5","chr5",136094117,136095073,957,"*",8840654,8840662,"R","chr5:136094117-136095073","8CpGs","956bp",0.844,0.544,0.3,0.236,0.212,0.0408,"M","chr5:136094117-136095073",-37772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9099","SP1","chr12",53269216,53269342,127,"*",18282472,18282478,"R","chr12:53269216-53269342","6CpGs","126bp",0.582,0.896,0.314,0.273,0.25,0.0226,"U","chr12:53269216-53269342",-110834,"ENSG00000185591",4295.12519807136,0.301023918242929,0.102794022830818,0.00142974168288482,0.00636324361858974,5554.50912976019,3758.12127494207,3822.56892272777,3858.90045772721,4689.37203198594,3741.58833860214,3751.26614101081,5184.67528781478,"protein_coding","Sp1 transcription factor [Source:HGNC Symbol;Acc:HGNC:11205]"
"9273","SSR1","chr6",7232636,7233398,763,"*",9402358,9402364,"R","chr6:7232636-7233398","6CpGs","762bp",0.772,0.0263,0.745,0.709,0.697,0.00208,"M","chr6:7232636-7233398",114048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9274","SSR1","chr6",7121297,7122418,1122,"*",9400821,9400835,"R","chr6:7121297-7122418","14CpGs","1121bp",0.0385,0.363,0.325,0.302,0.283,0.0138,"U","chr6:7121297-7122418",225028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9275","SSR1","chr6",7144921,7145927,1007,"*",9401199,9401210,"R","chr6:7144921-7145927","11CpGs","1006bp",0.562,0,0.562,0.509,0.457,0.0333,"M","chr6:7144921-7145927",201519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9276","SSR4","chrX",153779064,153779104,41,"*",29140298,29140303,"R","chrX:153779064-153779104","5CpGs","40bp",0.611,0.245,0.366,0.329,0.322,0.00878,"M","chrX:153779064-153779104",-14412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9474","TAB2","chr6",149007509,149007568,60,"*",10560764,10560769,"R","chr6:149007509-149007568","5CpGs","59bp",0.703,0.35,0.353,0.287,0.267,0.0293,"M","chr6:149007509-149007568",-210358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9475","TAB3","chrX",30700197,30702073,1877,"*",28148880,28148897,"R","chrX:30700197-30702073","17CpGs","1876bp",0.496,0.169,0.327,0.297,0.289,0.00746,"M","chrX:30700197-30702073",273011,"ENSG00000157625",1267.38314969611,-0.402776858506915,0.0840552937570279,3.69325264802286e-07,3.69538419052846e-06,1151.54457568199,959.204853482939,1383.22586474969,1503.05619399514,1044.60587637459,1535.14941135288,1401.28063823725,1160.99778369436,"protein_coding","TGF-beta activated kinase 1 (MAP3K7) binding protein 3 [Source:HGNC Symbol;Acc:HGNC:30681]"
"9476","TAB3","chrX",30763650,30765066,1417,"*",28149515,28149533,"R","chrX:30763650-30765066","18CpGs","1416bp",0.692,0.212,0.48,0.374,0.347,0.0397,"M","chrX:30763650-30765066",210018,"ENSG00000157625",1267.38314969611,-0.402776858506915,0.0840552937570279,3.69325264802286e-07,3.69538419052846e-06,1151.54457568199,959.204853482939,1383.22586474969,1503.05619399514,1044.60587637459,1535.14941135288,1401.28063823725,1160.99778369436,"protein_coding","TGF-beta activated kinase 1 (MAP3K7) binding protein 3 [Source:HGNC Symbol;Acc:HGNC:30681]"
"9477","TAB3","chrX",30673702,30674344,643,"*",28148647,28148650,"R","chrX:30673702-30674344","3CpGs","642bp",0.583,1,0.417,0.375,0.333,0.0377,"U","chrX:30673702-30674344",300740,"ENSG00000157625",1267.38314969611,-0.402776858506915,0.0840552937570279,3.69325264802286e-07,3.69538419052846e-06,1151.54457568199,959.204853482939,1383.22586474969,1503.05619399514,1044.60587637459,1535.14941135288,1401.28063823725,1160.99778369436,"protein_coding","TGF-beta activated kinase 1 (MAP3K7) binding protein 3 [Source:HGNC Symbol;Acc:HGNC:30681]"
"9478","TAB3","chrX",30664348,30664861,514,"*",28148540,28148551,"R","chrX:30664348-30664861","11CpGs","513bp",0.102,0.849,0.747,0.607,0.584,0.0304,"U","chrX:30664348-30664861",310223,"ENSG00000157625",1267.38314969611,-0.402776858506915,0.0840552937570279,3.69325264802286e-07,3.69538419052846e-06,1151.54457568199,959.204853482939,1383.22586474969,1503.05619399514,1044.60587637459,1535.14941135288,1401.28063823725,1160.99778369436,"protein_coding","TGF-beta activated kinase 1 (MAP3K7) binding protein 3 [Source:HGNC Symbol;Acc:HGNC:30681]"
"9479","TAB3","chrX",30658338,30659285,948,"*",28148471,28148488,"R","chrX:30658338-30659285","17CpGs","947bp",0.04,0.57,0.53,0.496,0.476,0.00638,"U","chrX:30658338-30659285",315799,"ENSG00000157625",1267.38314969611,-0.402776858506915,0.0840552937570279,3.69325264802286e-07,3.69538419052846e-06,1151.54457568199,959.204853482939,1383.22586474969,1503.05619399514,1044.60587637459,1535.14941135288,1401.28063823725,1160.99778369436,"protein_coding","TGF-beta activated kinase 1 (MAP3K7) binding protein 3 [Source:HGNC Symbol;Acc:HGNC:30681]"
"9480","TAB3","chrX",31039830,31041437,1608,"*",28151782,28151798,"R","chrX:31039830-31041437","16CpGs","1607bp",0.468,0.027,0.441,0.395,0.375,0.0114,"M","chrX:31039830-31041437",-64746,"ENSG00000157625",1267.38314969611,-0.402776858506915,0.0840552937570279,3.69325264802286e-07,3.69538419052846e-06,1151.54457568199,959.204853482939,1383.22586474969,1503.05619399514,1044.60587637459,1535.14941135288,1401.28063823725,1160.99778369436,"protein_coding","TGF-beta activated kinase 1 (MAP3K7) binding protein 3 [Source:HGNC Symbol;Acc:HGNC:30681]"
"9481","TAB3","chrX",30675650,30675876,227,"*",28148665,28148670,"R","chrX:30675650-30675876","5CpGs","226bp",1,0.408,0.592,0.521,0.517,0.0156,"M","chrX:30675650-30675876",299208,"ENSG00000157625",1267.38314969611,-0.402776858506915,0.0840552937570279,3.69325264802286e-07,3.69538419052846e-06,1151.54457568199,959.204853482939,1383.22586474969,1503.05619399514,1044.60587637459,1535.14941135288,1401.28063823725,1160.99778369436,"protein_coding","TGF-beta activated kinase 1 (MAP3K7) binding protein 3 [Source:HGNC Symbol;Acc:HGNC:30681]"
"9482","TAB3","chrX",30753930,30754269,340,"*",28149374,28149399,"R","chrX:30753930-30754269","25CpGs","339bp",0.857,0.335,0.522,0.429,0.394,0.0287,"M","chrX:30753930-30754269",220815,"ENSG00000157625",1267.38314969611,-0.402776858506915,0.0840552937570279,3.69325264802286e-07,3.69538419052846e-06,1151.54457568199,959.204853482939,1383.22586474969,1503.05619399514,1044.60587637459,1535.14941135288,1401.28063823725,1160.99778369436,"protein_coding","TGF-beta activated kinase 1 (MAP3K7) binding protein 3 [Source:HGNC Symbol;Acc:HGNC:30681]"
"9483","TAB3","chrX",30733961,30734554,594,"*",28149152,28149165,"R","chrX:30733961-30734554","13CpGs","593bp",0.336,0.975,0.639,0.566,0.515,0.0246,"U","chrX:30733961-30734554",240530,"ENSG00000157625",1267.38314969611,-0.402776858506915,0.0840552937570279,3.69325264802286e-07,3.69538419052846e-06,1151.54457568199,959.204853482939,1383.22586474969,1503.05619399514,1044.60587637459,1535.14941135288,1401.28063823725,1160.99778369436,"protein_coding","TGF-beta activated kinase 1 (MAP3K7) binding protein 3 [Source:HGNC Symbol;Acc:HGNC:30681]"
"9484","TAB3","chrX",31064587,31065050,464,"*",28151980,28151985,"R","chrX:31064587-31065050","5CpGs","463bp",0.5,0.852,0.352,0.346,0.346,0.000244,"U","chrX:31064587-31065050",-89503,"ENSG00000157625",1267.38314969611,-0.402776858506915,0.0840552937570279,3.69325264802286e-07,3.69538419052846e-06,1151.54457568199,959.204853482939,1383.22586474969,1503.05619399514,1044.60587637459,1535.14941135288,1401.28063823725,1160.99778369436,"protein_coding","TGF-beta activated kinase 1 (MAP3K7) binding protein 3 [Source:HGNC Symbol;Acc:HGNC:30681]"
"9485","TAB3","chrX",30744271,30745388,1118,"*",28149273,28149276,"R","chrX:30744271-30745388","3CpGs","1117bp",0.397,0.8,0.403,0.383,0.363,0.00981,"U","chrX:30744271-30745388",229696,"ENSG00000157625",1267.38314969611,-0.402776858506915,0.0840552937570279,3.69325264802286e-07,3.69538419052846e-06,1151.54457568199,959.204853482939,1383.22586474969,1503.05619399514,1044.60587637459,1535.14941135288,1401.28063823725,1160.99778369436,"protein_coding","TGF-beta activated kinase 1 (MAP3K7) binding protein 3 [Source:HGNC Symbol;Acc:HGNC:30681]"
"9486","TAB3","chrX",30802152,30802254,103,"*",28149832,28149835,"R","chrX:30802152-30802254","3CpGs","102bp",0.646,0.307,0.339,0.275,0.261,0.0304,"M","chrX:30802152-30802254",172830,"ENSG00000157625",1267.38314969611,-0.402776858506915,0.0840552937570279,3.69325264802286e-07,3.69538419052846e-06,1151.54457568199,959.204853482939,1383.22586474969,1503.05619399514,1044.60587637459,1535.14941135288,1401.28063823725,1160.99778369436,"protein_coding","TGF-beta activated kinase 1 (MAP3K7) binding protein 3 [Source:HGNC Symbol;Acc:HGNC:30681]"
"9698","TEAD4","chr12",3068431,3068787,357,"*",17806231,17806234,"R","chr12:3068431-3068787","3CpGs","356bp",0.846,0.5,0.346,0.319,0.292,0.0237,"M","chr12:3068431-3068787",109101,"ENSG00000197905",342.17393856615,1.12100478606221,0.121536906173865,5.24803381581464e-22,2.81391998722185e-20,457.508548872691,526.935365409177,212.867200814124,181.854644919668,500.729555957821,223.505380292687,226.287886850476,407.702925412558,"protein_coding","TEA domain transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11717]"
"9793","TFAP2A","chr6",10585450,10585619,170,"*",9435377,9435381,"R","chr6:10585450-10585619","4CpGs","169bp",0.887,0.45,0.437,0.375,0.357,0.0173,"M","chr6:10585450-10585619",-165791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9794","TFAP2A","chr6",10308295,10308316,22,"*",9430567,9430571,"R","chr6:10308295-10308316","4CpGs","21bp",0.795,0.267,0.528,0.443,0.417,0.0224,"M","chr6:10308295-10308316",111343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9795","TFAP2C","chr20",56735517,56735923,407,"*",26606564,26606573,"R","chr20:56735517-56735923","9CpGs","406bp",0.171,0.598,0.427,0.359,0.314,0.0417,"U","chr20:56735517-56735923",106211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9796","TFAP2C","chr20",56546188,56546201,14,"*",26603132,26603135,"R","chr20:56546188-56546201","3CpGs","13bp",0.658,0.321,0.338,0.321,0.317,0.00204,"M","chr20:56546188-56546201",-83105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9809","TGFB3","chr14",76044846,76045015,170,"*",20449088,20449091,"R","chr14:76044846-76045015","3CpGs","169bp",1,0.643,0.357,0.289,0.286,0.0377,"M","chr14:76044846-76045015",-61835,"ENSG00000119699",71.7226068789622,2.02149742996934,0.213647430401755,2.05121373151073e-22,1.13735209142722e-20,109.935306646593,104.930851986243,33.6971244532011,24.7983606708639,129.440293376852,27.0681256409828,23.670281051305,120.240511205657,"protein_coding","transforming growth factor beta 3 [Source:HGNC Symbol;Acc:HGNC:11769]"
"9811","TGFBR1","chr9",98944642,98944723,82,"*",14525448,14525453,"R","chr9:98944642-98944723","5CpGs","81bp",0.369,0.0556,0.313,0.253,0.242,0.0324,"M","chr9:98944642-98944723",-159315,"ENSG00000106799",2997.00100401415,-0.338691960268237,0.0664447753851843,1.19988997506987e-07,1.30338925654519e-06,2813.89966709563,2714.51551877455,3226.70513666506,3351.91175067843,2461.63645650013,3394.34295537925,3482.37174826799,2530.62479875217,"protein_coding","transforming growth factor beta receptor 1 [Source:HGNC Symbol;Acc:HGNC:11772]"
