"","annotated_genes","seqnames","start","end","width","strand","segment_id","average_shap_value","reliability_shap_value","shap_variance","z_score","avg_meth_R","avg_meth_S","diff","direction","mean_coef","gene_symbol","avg_depth","dist_to_TSS","X","baseMean","log2FoldChange","lfcSE","pvalue","padj","RPMI8226_1_3b","JJN3_1_3b","OPM_4_1","MM1R_1_2","OPM_2_1","OPM_3_3","JJN3_4_2b","OPM_4_3","RPMI8226_4_1b","MM1R_3_1","MM1R_2_2","RPMI8226_2_3b","JJN3_2_2b","JJN3_3_3b","RPMI8226_3_2b","MM1R_4_2","type","description"
"997","DEXI","chr16",11226054,11226224,171,"*","chr16:11226054-11226224",-0.0001217062058329,0.0001217062058329,6.54530456893607e-08,3.92054968000298,0.45,0,0.45,"M",-4.27346502951297e-05,"",5.3625,-283586,"ENSG00000182108",208.70602626445,1.01232955548337,0.242026107438377,4.08437942761626e-06,3.44400237751682e-05,400.818273889514,152.687540953747,135.714596473848,145.568352386165,127.53627931335,82.2764447357942,351.974379408422,118.60213770825,276.035797759789,123.002084194503,163.103009766876,167.589966529369,355.364622960225,364.232457118458,212.02934704256,162.761129990324,"protein_coding","Dexi homolog [Source:HGNC Symbol;Acc:HGNC:13267]"
"998","DFFA","chr1",10642204,10642214,11,"*","chr1:10642204-10642214",-9.50679312686846e-05,9.50679312686846e-05,3.94152966083954e-08,2.89912888079065,0.265,0,0.265,"M",-4.2734650295144e-05,"",30.175,-169675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"999","DGKB","chr7",14010196,14010347,152,"*","chr7:14010196-14010347",-7.31705910043024e-05,7.31705910043024e-05,2.22734774519543e-08,2.05949496458221,0.435,0,0.435,"M",-4.2734650295138e-05,"",1.505,964430,"ENSG00000136267",8.84600673817683,5.31011260739714,1.08832195629423,9.63130899255646e-08,1.13345216548244e-06,1.53864980379852,32.4680403177507,0,1.45568352386165,0,0,14.5644570789692,0,7.38557318420841,0,0,29.9664178562448,8.74499072161627,0.813018877496558,44.5992764468832,0,"protein_coding","diacylglycerol kinase beta [Source:HGNC Symbol;Acc:HGNC:2850]"
"1000","DGKE","chr17",56724846,56724949,104,"*","chr17:56724846-56724949",-8.03906073538319e-05,8.03906073538319e-05,2.74999727653355e-08,2.33634003021354,0.28,0,0.28,"M",-4.27346502951237e-05,"",3.7275,-109158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1001","DHRS9","chr2",169196878,169198194,1317,"*","chr2:169196878-169198194",7.24253375501679e-05,7.24253375501679e-05,2.2536647430438e-08,2.03091888782093,0.04,0.445,-0.405,"U",1.67296221985145e-05,"",2.785,132089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1002","DHX32","chr10",125970620,125970675,56,"*","chr10:125970620-125970675",-0.0001944568387745,0.0001944568387745,1.65512950789215e-07,6.71010759460859,0.48,1,-0.52,"U",4.27346502951226e-05,"",4,-74184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1003","DHX35","chr20",39626238,39626432,195,"*","chr20:39626238-39626432",-9.97518092161698e-05,9.97518092161698e-05,4.35815086399157e-08,3.07872798902054,0.45,1,-0.55,"U",4.27346502951645e-05,"",2.565,663939,"ENSG00000101452",540.903808562883,0.515439353419574,0.129064155489381,3.46331796393051e-05,0.000233775994551911,683.929837788441,592.322357148155,468.906120750958,462.907360588006,456.278862636582,548.509631571962,747.642130053751,386.355448595057,572.381921776152,374.727279755346,393.753730649328,547.16459270847,749.684204589468,747.164348419337,488.398633877344,434.334476097775,"protein_coding","DEAH-box helicase 35 [Source:HGNC Symbol;Acc:HGNC:15861]"
"1004","DHX35","chr20",39809204,39811167,1964,"*","chr20:39809204-39811167",8.53635337141337e-05,8.53635337141337e-05,3.1172077788008e-08,2.5270224411595,0,0.465,-0.465,"U",1.6729622198502e-05,"",1.7575,846905,"ENSG00000101452",540.903808562883,0.515439353419574,0.129064155489381,3.46331796393051e-05,0.000233775994551911,683.929837788441,592.322357148155,468.906120750958,462.907360588006,456.278862636582,548.509631571962,747.642130053751,386.355448595057,572.381921776152,374.727279755346,393.753730649328,547.16459270847,749.684204589468,747.164348419337,488.398633877344,434.334476097775,"protein_coding","DEAH-box helicase 35 [Source:HGNC Symbol;Acc:HGNC:15861]"
"1005","DIAPH3","chr13",60181785,60183057,1273,"*","chr13:60181785-60183057",-7.43390559284817e-05,7.43390559284817e-05,2.45998587610818e-08,2.10429870642462,0.5,1,-0.5,"U",4.27346502951542e-05,"",1.385,-17857,"ENSG00000139734",1755.77758473114,-0.900944824953493,0.462530590213306,0.00992341218578365,0.0302990638309458,1020.12481991842,951.225829849778,4387.56351115151,801.353779885841,4243.55185268085,4757.72484776549,1435.40815878285,3608.38018966919,964.740497187224,630.266493430748,616.990678360557,943.387228807707,1066.88886803719,1165.86907033006,874.438272630694,624.527257210064,"protein_coding","diaphanous related formin 3 [Source:HGNC Symbol;Acc:HGNC:15480]"
"1006","DIO3","chr14",101706220,101706303,84,"*","chr14:101706220-101706303",-9.82860125124022e-05,9.82860125124022e-05,4.22588021180818e-08,3.02252332617609,0.435,0,0.435,"M",-4.27346502951297e-05,"",3.7225,144725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1007","DIP2C","chr10",599703,600488,786,"*","chr10:599703-600488",-9.13020289282662e-05,9.13020289282662e-05,3.80763630526646e-08,2.75472872570482,0.32,0.76,-0.44,"U",4.27346502951297e-05,"",5.09,89180,"ENSG00000151240",1694.86073451025,-8.1665071651837,0.765002343634079,2.8633691605375e-28,3.51949674339229e-26,5.38527431329481,6.14260222227716,6503.73602143834,644.139959308782,5810.42614138772,6919.56824350455,5.66395553071023,5322.72018017935,5.53917988815631,612.149907386596,645.822018470864,12.2085406080997,1.58999831302114,0,36.5567839728551,586.122945639313,"protein_coding","disco interacting protein 2 homolog C [Source:HGNC Symbol;Acc:HGNC:29150]"
"1008","DIP2C","chr10",762237,764094,1858,"*","chr10:762237-764094",8.10460956703593e-05,8.10460956703593e-05,2.81414789101398e-08,2.36147414310532,0,0.445,-0.445,"U",1.67296221984999e-05,"",3.6575,-72569,"ENSG00000151240",1694.86073451025,-8.1665071651837,0.765002343634079,2.8633691605375e-28,3.51949674339229e-26,5.38527431329481,6.14260222227716,6503.73602143834,644.139959308782,5810.42614138772,6919.56824350455,5.66395553071023,5322.72018017935,5.53917988815631,612.149907386596,645.822018470864,12.2085406080997,1.58999831302114,0,36.5567839728551,586.122945639313,"protein_coding","disco interacting protein 2 homolog C [Source:HGNC Symbol;Acc:HGNC:29150]"
"1009","DIPK1A","chr1",92947744,92947903,160,"*","chr1:92947744-92947903",-9.19568290441947e-05,9.19568290441947e-05,3.6745274564776e-08,2.77983645016052,0.62,0,0.62,"M",-4.27346502951237e-05,"",4.02,13619,"ENSG00000154511",934.435742697081,-1.32588781033782,0.175515770584847,2.93294001572283e-15,9.99493136637678e-14,520.832958585798,494.04072159172,1055.64826838041,1647.83374901139,1440.13016019671,1250.84044243258,747.642130053751,833.808968130728,445.903980996583,1510.35117336506,1570.89615972441,447.276533187654,541.394425583698,564.235100982611,411.629387534348,1468.50772339585,"protein_coding","divergent protein kinase domain 1A [Source:HGNC Symbol;Acc:HGNC:32213]"
"1010","DIPK2B","chrX",45095467,45097451,1985,"*","chrX:45095467-45097451",-9.74074235648113e-05,9.74074235648113e-05,4.14742376450035e-08,2.98883461924198,0.46,1,-0.54,"U",4.27346502951597e-05,"",1.4475,103450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1011","DIPK2B","chrX",45744441,45745120,680,"*","chrX:45744441-45745120",-0.0001305133938677,0.0001305133938677,7.80180315002218e-08,4.25825342352377,0.32,0.75,-0.43,"U",4.27346502951105e-05,"",1.8875,-543540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1012","DIPK2B","chrX",45701879,45702128,250,"*","chrX:45701879-45702128",-9.21852494177805e-05,9.21852494177805e-05,3.69386695996725e-08,2.78859502496915,0.56,1,-0.44,"U",4.27346502951153e-05,"",1.44,-500978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1013","DIRAS2","chr9",90347803,90349627,1825,"*","chr9:90347803-90349627",9.07656706279341e-05,9.07656706279341e-05,3.51742167051186e-08,2.73416254667296,0,0.49,-0.49,"U",1.67296221985066e-05,"",2.5225,293235,"ENSG00000165023",36.0219115745103,-5.2188561845231,2.52354530809237,0.000326477388759869,0.001686448034395,0,0,0,136.834251242995,0,0,0,0,0,141.118670238655,137.566679954891,0,0,0.813018877496558,0,160.017964878128,"protein_coding","DIRAS family GTPase 2 [Source:HGNC Symbol;Acc:HGNC:19323]"
"1014","DIRAS3","chr1",68212261,68213177,917,"*","chr1:68212261-68213177",-0.0001132278919812,0.0001132278919812,5.65490176541731e-08,3.59545632271544,0.715,0.29,0.425,"M",-4.27346502951308e-05,"",3.03,-160544,"ENSG00000162595",5.52992307586995,-2.01715981880545,1.2956237681207,0.00526930104137373,0.0179440725256916,0,0,10.5646093063474,9.46194290510075,0.79215080318851,2.38482448509549,0,1.79700208648864,8.30876983223447,36.2331720883032,9.06127832038202,0,0,0,0.731135679457102,9.14388370732158,"protein_coding","DIRAS family GTPase 3 [Source:HGNC Symbol;Acc:HGNC:687]"
"1015","DIS3L","chr15",66138547,66138563,17,"*","chr15:66138547-66138563",-0.0001483140563876,0.0001483140563876,1.00204831559999e-07,4.9408038977935,0.435,1,-0.565,"U",4.27346502951297e-05,"",3.1725,-154654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1016","DIS3L","chr15",66177873,66178081,209,"*","chr15:66177873-66178081",-8.49665491536429e-05,8.49665491536429e-05,3.27747281010125e-08,2.51180042345439,0.39,1,-0.61,"U",4.27346502951105e-05,"",3.1325,-115136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1017","DISC1","chr1",232599487,232600113,627,"*","chr1:232599487-232600113",7.94281679092314e-05,7.94281679092314e-05,2.70442207678115e-08,2.29943615101055,0,0.525,-0.525,"U",1.67296221985043e-05,"",4.2825,972697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1018","DKK2","chr4",106662578,106664296,1719,"*","chr4:106662578-106664296",0.0001037499212457,0.0001037499212457,4.57488671728097e-08,3.2320320168285,0,0.55,-0.55,"U",1.67296221985043e-05,"",1.7775,619510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1019","DKK2","chr4",107056721,107057968,1248,"*","chr4:107056721-107057968",9.61728470801774e-05,9.61728470801774e-05,3.94139904322643e-08,2.94149588877807,0,0.515,-0.515,"U",1.67296221985043e-05,"",13.8925,225838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1020","DLD","chr7",107988063,107988256,194,"*","chr7:107988063-107988256",-9.03426910543766e-05,9.03426910543766e-05,3.72530057388134e-08,2.71794377345511,0.43,0.75,-0.32,"U",4.27346502951105e-05,"",3.1975,96901,"ENSG00000091140",4462.27759479337,-0.441925039986674,0.182973046993705,0.00958606646236156,0.0294440883800131,2414.14154215987,5202.78408226876,5188.03583167092,5499.57235314933,6125.70216105675,5600.76030324675,3308.55916643916,4584.15232263252,4714.76528146905,4571.10071029804,5136.09730250744,5171.98174852225,2600.44224094608,2833.37078807551,3467.04539198558,4977.93029026587,"protein_coding","dihydrolipoamide dehydrogenase [Source:HGNC Symbol;Acc:HGNC:2898]"
"1021","DLEU7","chr13",50768530,50768747,218,"*","chr13:50768530-50768747",-8.64274618182978e-05,8.64274618182978e-05,3.21914822652139e-08,2.56781781218986,0.655,1,-0.345,"U",4.27346502951573e-05,"",4.38,75192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1022","DLGAP1","chr18",4333879,4333896,18,"*","chr18:4333879-4333896",-0.0001008189693431,0.0001008189693431,4.45553285183768e-08,3.11964728907413,0.39,1,-0.61,"U",4.27346502951226e-05,"",2.25,121411,"ENSG00000170579",12.0141091055919,4.82243403697314,0.978682666640894,8.80040952733029e-08,1.04464456799453e-06,34.6196205854666,5.26508761909471,2.43798676300325,0,0,2.38482448509549,38.0294157061973,0,0.923196648026052,0,0,17.7578772481451,57.2399392687611,21.1384908149105,12.4293065507707,0,"protein_coding","DLG associated protein 1 [Source:HGNC Symbol;Acc:HGNC:2905]"
"1023","DLX2","chr2",172088176,172088206,31,"*","chr2:172088176-172088206",-7.82091601195963e-05,7.82091601195963e-05,2.58766698485338e-08,2.25269438822374,0.32,0,0.32,"M",-4.27346502951237e-05,"",3.9175,14694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1024","DLX2","chr2",172392831,172393081,251,"*","chr2:172392831-172393081",-7.661479249882e-05,7.661479249882e-05,2.62747170402504e-08,2.19155978862646,0.265,0.7,-0.435,"U",4.27346502951237e-05,"",2.4875,-289931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1025","DLX4","chr17",49880242,49880257,16,"*","chr17:49880242-49880257",-0.0001337443700725,0.0001337443700725,7.90847137096576e-08,4.3821423146504,0.52,0,0.52,"M",-4.2734650295144e-05,"",4.3,-88331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1026","DLX4","chr17",49960190,49960236,47,"*","chr17:49960190-49960236",-0.0001044540112174,0.0001044540112174,4.79409351418143e-08,3.25902971669449,0.285,0,0.285,"M",-4.2734650295138e-05,"",5.7225,-8352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1027","DLX5","chr7",97060573,97062486,1914,"*","chr7:97060573-97062486",8.21250636283027e-05,8.21250636283027e-05,2.88848684169041e-08,2.40284620386948,0,0.45,-0.45,"U",1.67296221985043e-05,"",2.4525,-35623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1028","DLX5","chr7",97022113,97022129,17,"*","chr7:97022113-97022129",-0.000121170040931,0.000121170040931,6.73860081141285e-08,3.89999091665734,0.485,1,-0.515,"U",4.27346502951337e-05,"DLX5",4.75,2821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1029","DLX6","chr7",97022113,97022129,17,"*","chr7:97022113-97022129",-0.000121170040931,0.000121170040931,6.73860081141285e-08,3.89999091665734,0.485,1,-0.515,"U",4.27346502951337e-05,"DLX5",4.75,16560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1030","DMAC1","chr9",7424222,7424841,620,"*","chr9:7424222-7424841",7.58352020237442e-05,7.58352020237442e-05,2.46824600383268e-08,2.16166708952586,0,0.505,-0.505,"U",1.67296221985043e-05,"",3.3325,463539,"ENSG00000137038",772.866843017023,-0.582887381254232,0.151059740425993,5.21485600290627e-05,0.000336224363047725,636.231693870687,552.834200004945,702.95284999927,912.713569461257,664.61452387516,794.146553536797,623.844244882513,1198.60039168792,728.402155292555,1045.99446791759,943.19669789431,580.460612548742,544.574422209741,665.862460669681,542.50267415717,1228.93797026402,"protein_coding","distal membrane arm assembly component 1 [Source:HGNC Symbol;Acc:HGNC:30536]"
"1031","DMAC1","chr9",7993298,7994892,1595,"*","chr9:7993298-7994892",8.53635337141337e-05,8.53635337141337e-05,3.1172077788008e-08,2.5270224411595,0,0.465,-0.465,"U",1.6729622198502e-05,"",1.86,-104918,"ENSG00000137038",772.866843017023,-0.582887381254232,0.151059740425993,5.21485600290627e-05,0.000336224363047725,636.231693870687,552.834200004945,702.95284999927,912.713569461257,664.61452387516,794.146553536797,623.844244882513,1198.60039168792,728.402155292555,1045.99446791759,943.19669789431,580.460612548742,544.574422209741,665.862460669681,542.50267415717,1228.93797026402,"protein_coding","distal membrane arm assembly component 1 [Source:HGNC Symbol;Acc:HGNC:30536]"
"1032","DMAC1","chr9",7753859,7755326,1468,"*","chr9:7753859-7755326",8.42837922002638e-05,8.42837922002638e-05,3.04001680882213e-08,2.4856207190856,0,0.46,-0.46,"U",1.6729622198502e-05,"",1.2625,133054,"ENSG00000137038",772.866843017023,-0.582887381254232,0.151059740425993,5.21485600290627e-05,0.000336224363047725,636.231693870687,552.834200004945,702.95284999927,912.713569461257,664.61452387516,794.146553536797,623.844244882513,1198.60039168792,728.402155292555,1045.99446791759,943.19669789431,580.460612548742,544.574422209741,665.862460669681,542.50267415717,1228.93797026402,"protein_coding","distal membrane arm assembly component 1 [Source:HGNC Symbol;Acc:HGNC:30536]"
"1033","DMAC2","chr19",41588070,41588197,128,"*","chr19:41588070-41588197",-9.50679312687764e-05,9.50679312687764e-05,3.94152966084674e-08,2.89912888079418,0.47,1,-0.53,"U",4.27346502951597e-05,"",2.505,-147353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1034","DMP1","chr4",87666083,87666730,648,"*","chr4:87666083-87666730",0.0001037499212457,0.0001037499212457,4.57488671728097e-08,3.2320320168285,0,0.55,-0.55,"U",1.67296221985043e-05,"",2.94,15803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1035","DNAAF5","chr7",563196,563927,732,"*","chr7:563196-563927",-0.0001445507865551,0.0001445507865551,9.23099359160303e-08,4.79650468386462,0.48,0,0.48,"M",-4.27346502951297e-05,"",5.5925,-162772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1036","DNAAF5","chr7",565604,567576,1973,"*","chr7:565604-567576",-0.0001308574307582,0.0001308574307582,7.57098476118199e-08,4.2714452102063,0.545,0,0.545,"M",-4.27346502951237e-05,"",3.4825,-159123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1037","DNAAF9","chr20",3460623,3460636,14,"*","chr20:3460623-3460636",-7.84914556461044e-05,7.84914556461044e-05,2.76868887751713e-08,2.26351875755756,0.635,1,-0.365,"U",4.27346502951624e-05,"",3.23,-52954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1038","DNAH14","chr1",224642566,224642933,368,"*","chr1:224642566-224642933",-0.0001082121703892,0.0001082121703892,5.37954345935571e-08,3.40313296690845,0.53,1,-0.47,"U",4.27346502951481e-05,"",2.525,-253329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1039","DNAH17","chr17",78563446,78563561,116,"*","chr17:78563446-78563561",-7.2793416604216e-05,7.2793416604216e-05,2.20119660160793e-08,2.04503254974942,0.26,0,0.26,"M",-4.27346502951237e-05,"",3.4325,13835,"ENSG00000187775",82.3437653839838,0.644895806663657,0.234634677616335,0.0022935717694848,0.00895813569173302,130.785233322874,85.9964311118803,51.1977220230682,65.5057585737744,62.5799134518923,78.699208008151,55.8304188027152,68.2860792865683,95.0892547466833,51.4892445465361,51.8964121985515,67.7019070085531,90.629903842205,113.009623972022,182.052784184818,66.7503510634476,"protein_coding","dynein axonemal heavy chain 17 [Source:HGNC Symbol;Acc:HGNC:2946]"
"1040","DNAH5","chr5",13361696,13363656,1961,"*","chr5:13361696-13363656",7.2886609369605e-05,7.2886609369605e-05,2.28214786609926e-08,2.04860594293879,0,0.57,-0.57,"U",1.67296221985043e-05,"",3.1475,648162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1041","DNAJB4","chr1",77919074,77919136,63,"*","chr1:77919074-77919136",-9.19568290442524e-05,9.19568290442524e-05,3.6745274564821e-08,2.77983645016273,0.69,1,-0.31,"U",4.27346502951429e-05,"",1.79,-60039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1042","DNAJB6","chr7",157784994,157785139,146,"*","chr7:157784994-157785139",-0.0001293653899411,0.0001293653899411,7.39917928942753e-08,4.2142342403224,0.405,0,0.405,"M",-4.27346502951237e-05,"",5.525,449613,"ENSG00000105993",2225.5376354434,0.561193509138916,0.139784693748805,2.86732362871763e-05,0.000197580168205981,3040.37201230587,2206.94922700387,1657.01833658788,2104.91837550395,1554.19987585586,1399.89197275105,3262.43838568909,1723.3250009426,2055.03573850599,1832.63570404523,1762.83050960159,2524.94817122063,3211.7965923027,2845.56607123795,2257.74697816353,2168.92921537668,"protein_coding","DnaJ heat shock protein family (Hsp40) member B6 [Source:HGNC Symbol;Acc:HGNC:14888]"
"1043","DNAJB6","chr7",157757331,157757390,60,"*","chr7:157757331-157757390",-0.0001611903297901,0.0001611903297901,1.14501899605598e-07,5.43453307825804,0.525,0,0.525,"M",-4.27346502951297e-05,"",8.1175,421950,"ENSG00000105993",2225.5376354434,0.561193509138916,0.139784693748805,2.86732362871763e-05,0.000197580168205981,3040.37201230587,2206.94922700387,1657.01833658788,2104.91837550395,1554.19987585586,1399.89197275105,3262.43838568909,1723.3250009426,2055.03573850599,1832.63570404523,1762.83050960159,2524.94817122063,3211.7965923027,2845.56607123795,2257.74697816353,2168.92921537668,"protein_coding","DnaJ heat shock protein family (Hsp40) member B6 [Source:HGNC Symbol;Acc:HGNC:14888]"
"1044","DNAJB6","chr7",157428342,157428390,49,"*","chr7:157428342-157428390",-0.0001907169818072,0.0001907169818072,1.59336374137323e-07,6.56670612605007,0.465,0,0.465,"M",-4.2734650295144e-05,"",24.96,92961,"ENSG00000105993",2225.5376354434,0.561193509138916,0.139784693748805,2.86732362871763e-05,0.000197580168205981,3040.37201230587,2206.94922700387,1657.01833658788,2104.91837550395,1554.19987585586,1399.89197275105,3262.43838568909,1723.3250009426,2055.03573850599,1832.63570404523,1762.83050960159,2524.94817122063,3211.7965923027,2845.56607123795,2257.74697816353,2168.92921537668,"protein_coding","DnaJ heat shock protein family (Hsp40) member B6 [Source:HGNC Symbol;Acc:HGNC:14888]"
"1045","DNAJB6","chr7",157280119,157280181,63,"*","chr7:157280119-157280181",-7.92988870375477e-05,7.92988870375477e-05,2.66828000801317e-08,2.29447899168106,0.485,0,0.485,"M",-4.2734650295144e-05,"",5.0675,-55200,"ENSG00000105993",2225.5376354434,0.561193509138916,0.139784693748805,2.86732362871763e-05,0.000197580168205981,3040.37201230587,2206.94922700387,1657.01833658788,2104.91837550395,1554.19987585586,1399.89197275105,3262.43838568909,1723.3250009426,2055.03573850599,1832.63570404523,1762.83050960159,2524.94817122063,3211.7965923027,2845.56607123795,2257.74697816353,2168.92921537668,"protein_coding","DnaJ heat shock protein family (Hsp40) member B6 [Source:HGNC Symbol;Acc:HGNC:14888]"
"1046","DNAJB6","chr7",157579972,157580003,32,"*","chr7:157579972-157580003",-0.000105912808105,0.000105912808105,4.9329409274399e-08,3.31496597785086,0.605,0,0.605,"M",-4.2734650295138e-05,"",6.555,244591,"ENSG00000105993",2225.5376354434,0.561193509138916,0.139784693748805,2.86732362871763e-05,0.000197580168205981,3040.37201230587,2206.94922700387,1657.01833658788,2104.91837550395,1554.19987585586,1399.89197275105,3262.43838568909,1723.3250009426,2055.03573850599,1832.63570404523,1762.83050960159,2524.94817122063,3211.7965923027,2845.56607123795,2257.74697816353,2168.92921537668,"protein_coding","DnaJ heat shock protein family (Hsp40) member B6 [Source:HGNC Symbol;Acc:HGNC:14888]"
"1047","DNAJB6","chr7",158318568,158318582,15,"*","chr7:158318568-158318582",-8.03906073538319e-05,8.03906073538319e-05,2.74999727653355e-08,2.33634003021354,0.56,0,0.56,"M",-4.27346502951237e-05,"",7.68,983187,"ENSG00000105993",2225.5376354434,0.561193509138916,0.139784693748805,2.86732362871763e-05,0.000197580168205981,3040.37201230587,2206.94922700387,1657.01833658788,2104.91837550395,1554.19987585586,1399.89197275105,3262.43838568909,1723.3250009426,2055.03573850599,1832.63570404523,1762.83050960159,2524.94817122063,3211.7965923027,2845.56607123795,2257.74697816353,2168.92921537668,"protein_coding","DnaJ heat shock protein family (Hsp40) member B6 [Source:HGNC Symbol;Acc:HGNC:14888]"
