"","annotated_genes","seqnames","start","end","width","strand","segment_id","average_shap_value","reliability_shap_value","shap_variance","z_score","avg_meth_R","avg_meth_S","diff","direction","mean_coef","gene_symbol","avg_depth","dist_to_TSS","X","baseMean","log2FoldChange","lfcSE","pvalue","padj","SH.SY5Y_C2","SH.SY5Y_C1","SH.SY5Y_J2","SH.SY5Y_J4","SH.SY5Y_C4","SH.SY5Y_J3","SH.SY5Y_J1","SH.SY5Y_C3","type","description"
"348","STAC","chr3",35690501,35690576,76,"*","chr3:35690501-35690576",-0.000159001393138502,0.000159001393138502,1.11052325212479e-07,2.15234042166102,0.6,0,0.6,"M",-5.983792181587e-05,"",3.23,-689927,"ENSG00000144681",1772.82651353285,0.342075651859602,0.077441539187508,3.37772874299514e-06,2.8171211020394e-05,1925.53355277972,2146.52025476206,1578.01168171088,1565.0520956723,1980.20940043184,1390.5282829282,1667.33459725392,1929.42224272389,"protein_coding","SH3 and cysteine rich domain [Source:HGNC Symbol;Acc:HGNC:11353]"
"349","STRIT1","chr3",155079184,155079306,123,"*","chr3:155079184-155079306",-0.000289736278100463,0.000289736278100463,3.65558799551369e-07,4.36731516239657,0.57,0.03,0.54,"M",-5.98379218158814e-05,"MME",24.82,214377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","STYK1","chr12",10673988,10674014,27,"*","chr12:10673988-10674014",0.000202393815558907,0.000202393815558907,1.85602911212748e-07,2.8875161907642,1,0.565,0.435,"M",-6.86826474002642e-05,"",3.355,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","SUCNR1","chr3",152011565,152013109,1545,"*","chr3:152011565-152013109",-0.000264393310176103,0.000264393310176103,3.05532694098102e-07,3.93794213144113,0.545,0,0.545,"M",-5.9837921815879e-05,"",3.81,137922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","SUCNR1","chr3",151855611,151857233,1623,"*","chr3:151855611-151857233",-0.000157127378666737,0.000157127378666737,1.08399122614419e-07,2.12058994649183,0.645,0.11,0.535,"M",-5.98379218158992e-05,"",3.01,-16410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","SUCNR1","chr3",151962647,151963716,1070,"*","chr3:151962647-151963716",-0.000159001393138502,0.000159001393138502,1.11052325212479e-07,2.15234042166102,0.6,0,0.6,"M",-5.983792181587e-05,"",2.8775,89004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","TBL1XR1","chr3",177407056,177408674,1619,"*","chr3:177407056-177408674",0.000175184501013266,0.000175184501013266,1.39049964687931e-07,2.42652259713493,1,0.645,0.355,"M",-6.86826474002552e-05,"",1.7425,-179056,"ENSG00000177565",4302.61189879662,0.434605963091109,0.0807434088499149,1.30698071924025e-08,1.66200653319524e-07,5534.52089218809,4769.79155441813,3276.01800171853,3960.84927381854,4864.22997216169,3645.68983633123,3611.13807718709,4758.65758254971,"protein_coding","TBL1X receptor 1 [Source:HGNC Symbol;Acc:HGNC:29529]"
"355","TBL1XR1","chr3",176570573,176571345,773,"*","chr3:176570573-176571345",-0.000299154035127821,0.000299154035127821,3.89175119709882e-07,4.52687543535703,0.555,0,0.555,"M",-5.983792181587e-05,"",1.8625,656655,"ENSG00000177565",4302.61189879662,0.434605963091109,0.0807434088499149,1.30698071924025e-08,1.66200653319524e-07,5534.52089218809,4769.79155441813,3276.01800171853,3960.84927381854,4864.22997216169,3645.68983633123,3611.13807718709,4758.65758254971,"protein_coding","TBL1X receptor 1 [Source:HGNC Symbol;Acc:HGNC:29529]"
"356","TCF3","chr19",1688531,1688573,43,"*","chr19:1688531-1688573",0.00021248046557934,0.00021248046557934,2.01679610623897e-07,3.05840917789918,0.2,0.665,-0.465,"U",6.86826474002545e-05,"",3.6125,-35916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","TFDP3","chrX",133342875,133343344,470,"*","chrX:133342875-133343344",-0.000186418300747099,0.000186418300747099,1.59739099588234e-07,2.61685115909573,0.335,0.78,-0.445,"U",5.98379218157997e-05,"",3.61,-124521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","TGIF1","chr18",3988526,3988648,123,"*","chr18:3988526-3988648",-0.000172533307112011,0.000172533307112011,1.31045857745255e-07,2.38160476571006,0.32,0,0.32,"M",-5.983792181587e-05,"",5.34,576918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","TLR3","chr4",185988184,185988375,192,"*","chr4:185988184-185988375",-0.000187867163012467,0.000187867163012467,1.62179046937457e-07,2.6413984964153,0.43,1,-0.57,"U",5.98379218159228e-05,"",2.82,-80536,"ENSG00000164342",2.80666329233088,1.59469491006832,1.36077183050465,0.000926104073395352,0.00435109962577166,6.66274585736929,4.56221095592361,0,0,5.67720584986192,0.773375018313795,0,4.77776865717842,"protein_coding","toll like receptor 3 [Source:HGNC Symbol;Acc:HGNC:11849]"
"360","TLR9","chr3",52220559,52220827,269,"*","chr3:52220559-52220827",-0.000299154035127821,0.000299154035127821,3.89175119709882e-07,4.52687543535703,0.555,0,0.555,"M",-5.983792181587e-05,"",2.8025,10363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","TLX1","chr10",101161109,101161645,537,"*","chr10:101161109-101161645",0.000154567940634594,0.000154567940634594,1.07718322511851e-07,2.07722668814403,0.12,0.5,-0.38,"U",6.86826474002534e-05,"",3.5975,29809,"ENSG00000107807",108.852887084915,1.40177892658411,0.169837992202721,1.96172517981892e-18,7.7178008019956e-17,139.917663004755,163.099041674269,62.4629624010557,52.3520947496015,169.180734325885,63.4167515017312,53.9682407969754,166.425608225048,"protein_coding","T cell leukemia homeobox 1 [Source:HGNC Symbol;Acc:HGNC:5056]"
"362","TMEM135","chr11",87203157,87203723,567,"*","chr11:87203157-87203723",-0.000190096758781189,0.000190096758781189,1.59183533769182e-07,2.6791734048585,0.585,1,-0.415,"U",5.98379218158927e-05,"",5.525,165313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","TMEM207","chr3",190437991,190438613,623,"*","chr3:190437991-190438613",-0.000250930823615827,0.000250930823615827,2.75736564293306e-07,3.7098540607844,0.565,0,0.565,"M",-5.983792181587e-05,"",2.8,11288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","TMEM64","chr8",90406571,90408379,1809,"*","chr8:90406571-90408379",-0.000150580158644023,0.000150580158644023,9.93506175647177e-08,2.00966372372758,0.655,1,-0.345,"U",5.98379218159105e-05,"",3.81,237704,"ENSG00000180694",970.462763467686,0.196522877605627,0.0811705139195134,0.0107272175103871,0.0362052292482306,984.975929247759,1100.63339311657,830.921776150886,1009.84435398573,1042.33499403465,898.66177128063,858.757796541345,1037.57209338391,"protein_coding","transmembrane protein 64 [Source:HGNC Symbol;Acc:HGNC:25441]"
"365","TMT1B","chr12",55655897,55655922,26,"*","chr12:55655897-55655922",0.000162758634388511,0.000162758634388511,1.17705978932468e-07,2.21599745142811,1,0.595,0.405,"M",-6.86826474003228e-05,"",3.37,-25814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","TP63","chr3",189131354,189133289,1936,"*","chr3:189131354-189133289",-0.000229595627335325,0.000229595627335325,2.31487049071655e-07,3.34838266878602,0.565,0,0.565,"M",-5.98379218158588e-05,"",4.0325,-498100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","TP63","chr3",189494463,189496404,1942,"*","chr3:189494463-189496404",-0.000330584860866167,0.000330584860866167,4.73129156041074e-07,5.05939194853675,0.55,0,0.55,"M",-5.983792181587e-05,"",2.8,-134985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","TP63","chr3",189164799,189166636,1838,"*","chr3:189164799-189166636",-0.000296014128044933,0.000296014128044933,3.81222501419056e-07,4.47367758476897,0.55,0,0.55,"M",-5.983792181587e-05,"",3.11,-464753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","TP63","chr3",189449286,189451045,1760,"*","chr3:189449286-189451045",-0.000195068439860127,0.000195068439860127,1.67597099657022e-07,2.76340607169447,0.565,0,0.565,"M",-5.9837921815879e-05,"",3.525,-180344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","TP63","chr3",188963225,188964135,911,"*","chr3:188963225-188964135",-0.000190096758781055,0.000190096758781055,1.59183533768968e-07,2.67917340485623,0.415,0,0.415,"M",-5.983792181587e-05,"",4.1775,-667254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","TP63","chr3",189063958,189064500,543,"*","chr3:189063958-189064500",-0.000232864612759083,0.000232864612759083,2.38030615490251e-07,3.40376742812982,0.49,0,0.49,"M",-5.98379218158879e-05,"",2.4525,-566889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","TP63","chr3",189531912,189533852,1941,"*","chr3:189531912-189533852",-0.000184922438073906,0.000184922438073906,1.50637251280969e-07,2.59150751774328,0.575,0,0.575,"M",-5.983792181587e-05,"",2.8875,-97537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","TP63","chr3",189075046,189075226,181,"*","chr3:189075046-189075226",-0.000206068655785218,0.000206068655785218,1.8691616791268e-07,2.94977714184766,0.65,0.17,0.48,"M",-5.98379218158904e-05,"",2.54,-556163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","TP63","chr3",189337335,189339012,1678,"*","chr3:189337335-189339012",-0.000188927788744065,0.000188927788744065,1.57234029906215e-07,2.65936813937285,0.585,0,0.585,"M",-5.983792181587e-05,"",3.21,-292377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","TP63","chr3",189342258,189344238,1981,"*","chr3:189342258-189344238",-0.000159001393138502,0.000159001393138502,1.11052325212479e-07,2.15234042166102,0.6,0,0.6,"M",-5.983792181587e-05,"",2.4675,-287151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","TP63","chr3",189141740,189143311,1572,"*","chr3:189141740-189143311",-0.000150980453534175,0.000150980453534175,9.98939785121001e-08,2.01644571669594,0.605,0,0.605,"M",-5.983792181587e-05,"",4.2675,-488078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","TPRG1","chr3",188246827,188247714,888,"*","chr3:188246827-188247714",-0.000330584860866167,0.000330584860866167,4.73129156041074e-07,5.05939194853675,0.55,0,0.55,"M",-5.983792181587e-05,"",4.1525,-699500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","TPRG1","chr3",189494463,189496404,1942,"*","chr3:189494463-189496404",-0.000330584860866167,0.000330584860866167,4.73129156041074e-07,5.05939194853675,0.55,0,0.55,"M",-5.983792181587e-05,"",2.8,547249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","TPRG1","chr3",188652528,188654228,1701,"*","chr3:188652528-188654228",-0.000330584860866167,0.000330584860866167,4.73129156041074e-07,5.05939194853675,0.55,0,0.55,"M",-5.983792181587e-05,"",2.96,-292986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","TPRG1","chr3",188288838,188289266,429,"*","chr3:188288838-188289266",-0.000299154035127821,0.000299154035127821,3.89175119709882e-07,4.52687543535703,0.555,0,0.555,"M",-5.983792181587e-05,"",4.9125,-657948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","TPRG1","chr3",189164799,189166636,1838,"*","chr3:189164799-189166636",-0.000296014128044933,0.000296014128044933,3.81222501419056e-07,4.47367758476897,0.55,0,0.55,"M",-5.983792181587e-05,"",3.11,217585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","TPRG1","chr3",189075046,189075226,181,"*","chr3:189075046-189075226",-0.000206068655785218,0.000206068655785218,1.8691616791268e-07,2.94977714184766,0.65,0.17,0.48,"M",-5.98379218158904e-05,"",2.54,127832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","TPRG1","chr3",188477824,188478446,623,"*","chr3:188477824-188478446",-0.000273009312710061,0.000273009312710061,3.25363456469222e-07,4.08391868532255,0.56,0,0.56,"M",-5.983792181587e-05,"",3.775,-468768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","TPRG1","chr3",189063958,189064500,543,"*","chr3:189063958-189064500",-0.000232864612759083,0.000232864612759083,2.38030615490251e-07,3.40376742812982,0.49,0,0.49,"M",-5.98379218158879e-05,"",2.4525,116744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","TPRG1","chr3",188300364,188302174,1811,"*","chr3:188300364-188302174",-0.000232047232132855,0.000232047232132855,2.36386434946074e-07,3.38991896342059,0.57,0,0.57,"M",-5.98379218158588e-05,"",2.8475,-645040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","TPRG1","chr3",189131354,189133289,1936,"*","chr3:189131354-189133289",-0.000229595627335325,0.000229595627335325,2.31487049071655e-07,3.34838266878602,0.565,0,0.565,"M",-5.98379218158588e-05,"",4.0325,184140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","TPRG1","chr3",189337335,189339012,1678,"*","chr3:189337335-189339012",-0.000188927788744065,0.000188927788744065,1.57234029906215e-07,2.65936813937285,0.585,0,0.585,"M",-5.983792181587e-05,"",3.21,390121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","TPRG1","chr3",189342258,189344238,1981,"*","chr3:189342258-189344238",-0.000159001393138502,0.000159001393138502,1.11052325212479e-07,2.15234042166102,0.6,0,0.6,"M",-5.983792181587e-05,"",2.4675,395044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","TPRG1","chr3",189531912,189533852,1941,"*","chr3:189531912-189533852",-0.000184922438073906,0.000184922438073906,1.50637251280969e-07,2.59150751774328,0.575,0,0.575,"M",-5.983792181587e-05,"",2.8875,584698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","TPRG1","chr3",189449286,189451045,1760,"*","chr3:189449286-189451045",-0.000195068439860127,0.000195068439860127,1.67597099657022e-07,2.76340607169447,0.565,0,0.565,"M",-5.9837921815879e-05,"",3.525,502072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","TPRG1","chr3",188963225,188964135,911,"*","chr3:188963225-188964135",-0.000190096758781055,0.000190096758781055,1.59183533768968e-07,2.67917340485623,0.415,0,0.415,"M",-5.983792181587e-05,"",4.1775,16011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","TPRG1","chr3",189141740,189143311,1572,"*","chr3:189141740-189143311",-0.000150980453534175,0.000150980453534175,9.98939785121001e-08,2.01644571669594,0.605,0,0.605,"M",-5.983792181587e-05,"",4.2675,194526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","TRA2B","chr3",185977578,185977940,363,"*","chr3:185977578-185977940",-0.000255784077936512,0.000255784077936512,2.86310929163293e-07,3.79208028321776,0.53,0,0.53,"M",-5.983792181587e-05,"",4.17,-39475,"ENSG00000136527",7655.01161085906,0.198895578318522,0.0634558891319298,0.00120450701270906,0.00548087574199457,8191.84603163554,8842.70538531894,7066.53356216154,7264.54198985918,8152.46760040171,6746.92365976955,7317.90408982145,7657.17056790461,"protein_coding","transformer 2 beta homolog [Source:HGNC Symbol;Acc:HGNC:10781]"
"394","UBR5","chr8",102278316,102279140,825,"*","chr8:102278316-102279140",0.000154128828638502,0.000154128828638502,1.05146880193909e-07,2.06978703666938,1,0.695,0.305,"M",-6.86826474002521e-05,"",1.8125,133619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","UNC5D","chr8",35042876,35043020,145,"*","chr8:35042876-35043020",0.000191648685755002,0.000191648685755002,1.64088947427284e-07,2.7054669151749,1,0.605,0.395,"M",-6.86826474003228e-05,"",3.875,-192455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","USP25","chr21",15075893,15076575,683,"*","chr21:15075893-15076575",0.00017048710657042,0.00017048710657042,1.29459443872942e-07,2.34693702943276,0,0.3,-0.3,"U",6.86826474002521e-05,"",4.05,-653407,"ENSG00000155313",879.725507926445,-0.438058235234378,0.0714038939582425,1.48079586792806e-10,2.50215052277253e-09,746.22753602536,742.499833076567,973.929084805935,1044.28652158416,716.463378252574,1006.16089882625,1050.96047867794,757.27633216278,"protein_coding","ubiquitin specific peptidase 25 [Source:HGNC Symbol;Acc:HGNC:12624]"
"397","USP6NL","chr10",11318168,11318423,256,"*","chr10:11318168-11318423",-0.000153383778923777,0.000153383778923777,1.03183262750845e-07,2.0571640378486,0.48,0.83,-0.35,"U",5.98379218158622e-05,"",2.7225,293243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","UST","chr6",148696512,148696532,21,"*","chr6:148696512-148696532",0.000165403792246577,0.000165403792246577,1.23762296356562e-07,2.26081301723963,0.38,0.75,-0.37,"U",6.86826474002428e-05,"",3.1375,-50498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","VEPH1","chr3",157532648,157532910,263,"*","chr3:157532648-157532910",-0.000195210569974185,0.000195210569974185,1.67840536295796e-07,2.76581411001285,0.53,0,0.53,"M",-5.983792181587e-05,"",3.77,709,"ENSG00000197415",11.5428485441743,1.56584700299633,0.661374867548104,0.000143004669249393,0.000836821877549608,17.7673222863181,18.2488438236944,4.10940542112209,1.37768670393688,11.3544116997238,3.09350007325518,8.52130117846979,27.8703171668741,"protein_coding","ventricular zone expressed PH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25735]"
"400","VGLL3","chr3",86981755,86983677,1923,"*","chr3:86981755-86983677",-0.000330584860866167,0.000330584860866167,4.73129156041074e-07,5.05939194853675,0.55,0,0.55,"M",-5.983792181587e-05,"",2.8825,7472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","VGLL3","chr3",86332390,86333119,730,"*","chr3:86332390-86333119",-0.000273009312710061,0.000273009312710061,3.25363456469222e-07,4.08391868532255,0.56,0,0.56,"M",-5.983792181587e-05,"",2.7025,658030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","VMA21","chrX",151471228,151472065,838,"*","chrX:151471228-151472065",0.000155059804461152,0.000155059804461152,1.06473050361052e-07,2.08556008708361,0,0.39,-0.39,"U",6.86826474002533e-05,"",1.8725,74713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","WDR49","chr3",167500188,167501495,1308,"*","chr3:167500188-167501495",-0.000283461184957477,0.000283461184957477,3.50217153382787e-07,4.26099944711125,0.53,0,0.53,"M",-5.983792181587e-05,"",4.12,152488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","WIF1","chr12",65155400,65155949,550,"*","chr12:65155400-65155949",0.000217878630819159,0.000217878630819159,2.14739493128421e-07,3.14986754921296,0,0.385,-0.385,"U",6.86826474002759e-05,"",2.4075,-34095,"ENSG00000156076",8.35902274995238,2.8813318288802,0.82284462098168,2.98589528092102e-06,2.50963822819493e-05,19.9882375721079,11.405527389809,0,2.75537340787376,15.8961763796134,1.54675003662759,0.946811242052199,14.3333059715353,"protein_coding","WNT inhibitory factor 1 [Source:HGNC Symbol;Acc:HGNC:18081]"
"405","ZBBX","chr3",166885576,166886528,953,"*","chr3:166885576-166886528",-0.000330584860866167,0.000330584860866167,4.73129156041074e-07,5.05939194853675,0.55,0,0.55,"M",-5.983792181587e-05,"",4.285,521346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","ZBBX","chr3",167083224,167085173,1950,"*","chr3:167083224-167085173",-0.000330584860866167,0.000330584860866167,4.73129156041074e-07,5.05939194853675,0.55,0,0.55,"M",-5.983792181587e-05,"",2.4575,322701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","ZBBX","chr3",167446873,167448316,1444,"*","chr3:167446873-167448316",-0.000330584860866167,0.000330584860866167,4.73129156041074e-07,5.05939194853675,0.55,0,0.55,"M",-5.983792181587e-05,"",3.535,-38999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","ZBBX","chr3",167352407,167354355,1949,"*","chr3:167352407-167354355",-0.000330584860866167,0.000330584860866167,4.73129156041074e-07,5.05939194853675,0.55,0,0.55,"M",-5.983792181587e-05,"",4.115,53519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","ZBBX","chr3",166768277,166770126,1850,"*","chr3:166768277-166770126",-0.000273009312710061,0.000273009312710061,3.25363456469222e-07,4.08391868532255,0.56,0,0.56,"M",-5.983792181587e-05,"",3.035,637748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","ZBBX","chr3",167193023,167195008,1986,"*","chr3:167193023-167195008",-0.000250048678118877,0.000250048678118877,2.73834775380773e-07,3.694908317772,0.6,0.08,0.52,"M",-5.98379218158814e-05,"",3.705,212866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","ZBBX","chr3",167019483,167021238,1756,"*","chr3:167019483-167021238",-0.000232047232132855,0.000232047232132855,2.36386434946074e-07,3.38991896342059,0.57,0,0.57,"M",-5.98379218158588e-05,"",3.64,386636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","ZBBX","chr3",166753030,166755012,1983,"*","chr3:166753030-166755012",-0.000214904250638867,0.000214904250638867,2.03135249787598e-07,3.09947413684557,0.535,0,0.535,"M",-5.98379218158588e-05,"",3.3,652862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","ZBBX","chr3",167315753,167317713,1961,"*","chr3:167315753-167317713",-0.000159001393138502,0.000159001393138502,1.11052325212479e-07,2.15234042166102,0.6,0,0.6,"M",-5.983792181587e-05,"",2.835,90161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","ZBBX","chr3",167312321,167312951,631,"*","chr3:167312321-167312951",-0.000188927788744065,0.000188927788744065,1.57234029906215e-07,2.65936813937285,0.585,0,0.585,"M",-5.983792181587e-05,"",3.71,94923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","ZBBX","chr3",166489067,166489100,34,"*","chr3:166489067-166489100",0.000171870625226059,0.000171870625226059,1.33784570360574e-07,2.37037728316817,1,0.555,0.445,"M",-6.86826474003091e-05,"",3.865,918774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","ZNF236","chr18",76704927,76705161,235,"*","chr18:76704927-76705161",0.000161473329235812,0.000161473329235812,1.15797662340278e-07,2.19422117917916,1,0.655,0.345,"M",-6.86826474003119e-05,"",4.02,-117396,"ENSG00000130856",798.260853567223,-0.21629903913498,0.0716149461326507,0.00164250833362315,0.00718234895171852,750.669366596939,683.19109064956,853.112565424945,865.187250072362,748.255731011801,857.672895309999,873.90677641418,754.091153057994,"protein_coding","zinc finger protein 236 [Source:HGNC Symbol;Acc:HGNC:13028]"
"417","ZNF516","chr18",76704927,76705161,235,"*","chr18:76704927-76705161",0.000161473329235812,0.000161473329235812,1.15797662340278e-07,2.19422117917916,1,0.655,0.345,"M",-6.86826474003119e-05,"",4.02,-209685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","ZNF544","chr19",58226069,58226080,12,"*","chr19:58226069-58226080",0.000159761460370048,0.000159761460370048,1.15290926724195e-07,2.16521785464017,1,0.67,0.33,"M",-6.86826474002198e-05,"",3.4325,-2514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","ZNF654","chr3",88012135,88013444,1310,"*","chr3:88012135-88013444",-0.000330584860866167,0.000330584860866167,4.73129156041074e-07,5.05939194853675,0.55,0,0.55,"M",-5.983792181587e-05,"",3.6325,-45811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","ZNF704","chr8",80877685,80877777,93,"*","chr8:80877685-80877777",0.000179572884360492,0.000179572884360492,1.46157755610965e-07,2.50087274682602,0,0.395,-0.395,"U",6.8682647400265e-05,"",4.0075,-2904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","ZPLD1","chr3",102673417,102674095,679,"*","chr3:102673417-102674095",-0.000215719558739118,0.000215719558739118,2.04663369275231e-07,3.11328748780006,0.575,0,0.575,"M",-5.983792181587e-05,"",1.5925,574173,"ENSG00000170044",3.31254957591429,2.51093868337507,1.52323781811211,0.000100680178462503,0.000611155004882678,1.11045764289488,12.5460801287899,0,0,5.67720584986192,0,0,7.16665298576763,"protein_coding","zona pellucida like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27022]"
"422","ZSCAN20","chr1",33834370,33834740,371,"*","chr1:33834370-33834740",-0.000175533410171313,0.000175533410171313,1.41944860902963e-07,2.43243398774892,0.385,0,0.385,"M",-5.983792181587e-05,"",4.4275,361725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
