"","annotated_genes","seqnames","start","end","width","strand","average_shap_value","reliability_shap_value","z_score","avg_meth_R","avg_meth_S","diff","direction","gene_symbol","dist_to_TSS","X","baseMean","log2FoldChange","lfcSE","pvalue","padj","RPMI8226_1_3b","JJN3_1_3b","OPM_4_1","MM1R_1_2","OPM_2_1","OPM_3_3","JJN3_4_2b","OPM_4_3","RPMI8226_4_1b","MM1R_3_1","MM1R_2_2","RPMI8226_2_3b","JJN3_2_2b","JJN3_3_3b","RPMI8226_3_2b","MM1R_4_2","type","description"
"319","AP2A1","chr19",49706453,49707181,729,"*",-0.000195304648548163,0.000195304648548163,3.19555998722927,0.16,0.02,0.14,"M","",-59820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","AP2A1","chr19",49747026,49748070,1045,"*",-0.000164086146120295,0.000164086146120295,2.65378151459796,0.26,0.08,0.18,"M","",-18931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","AP2S1","chr19",46811415,46811594,180,"*",-0.000164086146120299,0.000164086146120299,2.65378151459803,0.87,0.81,0.0599999999999999,"M","",39252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","AP3B2","chr15",82635203,82636783,1581,"*",0.000272404640001255,0.000272404640001255,4.53358431129343,0.02,0.205,-0.185,"U","",73329,"ENSG00000103723",5.24634615338298,-4.72576557687069,1.69044398347076,0.000118395091141811,0.000695096879244898,0,0,4.06331127167208,18.9238858102015,0,0,0,0,0,20.9770996300703,18.9463092153442,0,0,0,0,21.0309325268396,"protein_coding","adaptor related protein complex 3 subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:567]"
"323","AP3B2","chr15",82708932,82708992,61,"*",-0.000135289614003244,0.000135289614003244,2.15403489082887,0.78,1,-0.22,"U","AP3B2",1120,"ENSG00000103723",5.24634615338298,-4.72576557687069,1.69044398347076,0.000118395091141811,0.000695096879244898,0,0,4.06331127167208,18.9238858102015,0,0,0,0,0,20.9770996300703,18.9463092153442,0,0,0,0,21.0309325268396,"protein_coding","adaptor related protein complex 3 subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:567]"
"324","AP3M2","chr8",42060403,42061913,1511,"*",-0.000144774547078922,0.000144774547078922,2.31864024198638,0.255,0.43,-0.175,"U","",-91033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","AP4E1","chr15",50784577,50784619,43,"*",0.000379769098749347,0.000379769098749347,6.39683039780343,0.86,0.535,0.325,"M","",-124053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","AP4E1","chr15",50808963,50809027,65,"*",-0.000155628497176327,0.000155628497176327,2.50700406627218,0.565,1,-0.435,"U","",-99645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","AP5Z1","chr7",4806713,4808512,1800,"*",-0.000156293487445489,0.000156293487445489,2.5185445754037,0.23,0,0.23,"M","",31098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","AP5Z1","chr7",4828678,4829225,548,"*",-0.000195304648548163,0.000195304648548163,3.19555998722927,0.24,0.1,0.14,"M","",53063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","APBB1","chr11",6418458,6418596,139,"*",-0.000253170545758183,0.000253170545758183,4.19978808818709,0.545,0.93,-0.385,"U","APBB1",818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","APBB1IP","chr10",26509823,26511817,1995,"*",-0.000440879825494788,0.000440879825494788,7.45737057823115,0.455,0.94,-0.485,"U","",71482,"ENSG00000077420",2216.89643817958,-2.34386197107664,1.57720819480841,0.00520989401259643,0.0177838798469379,0,716.051916196881,7559.38428981874,534.963695019158,9551.75438484706,7583.74186260364,0,6242.78524846153,672.087159762966,554.939635668223,559.327998139944,541.615256068425,0,0,386.770774432807,566.920789853938,"protein_coding","amyloid beta precursor protein binding family B member 1 interacting protein [Source:HGNC Symbol;Acc:HGNC:17379]"
"331","APBB2","chr4",41211115,41211778,664,"*",-0.000371493657482187,0.000371493657482187,6.25321505493325,0.625,0.9,-0.275,"U","",4936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","APC","chr5",112757462,112757742,281,"*",-0.000414668127737797,0.000414668127737797,7.00248221167136,0.22,0.08,0.14,"M","",49944,"ENSG00000134982",1257.42575029038,0.826975164668094,0.233531551932121,9.465204540773e-05,0.000568465677598065,1570.19212477639,1613.74935525253,588.367472138118,1406.91812581229,579.062237130801,574.742700908012,1591.57150412958,497.769577957353,1764.22879437778,1180.43860645577,1220.80131552783,1637.05430881337,1640.08325988131,1869.13039936459,1470.31385138823,914.388370732158,"protein_coding","APC regulator of WNT signaling pathway [Source:HGNC Symbol;Acc:HGNC:583]"
"333","APC2","chr19",1452702,1452735,34,"*",-0.000316642403813828,0.000316642403813828,5.30130429294141,0.435,0,0.435,"M","",6400,"ENSG00000115266",434.497501145855,1.36516635136329,0.247860414500079,2.37210718815429e-09,3.68810935082078e-08,616.229246421306,660.768496196386,290.933087051721,127.372308337895,204.374907222636,388.726391070564,521.083908825342,346.821402692307,736.710925124789,208.817491772063,129.329154209089,731.402569157975,651.104309182157,582.934535165032,583.446272206767,171.905013697646,"protein_coding","APC regulator of WNT signaling pathway 2 [Source:HGNC Symbol;Acc:HGNC:24036]"
"334","APC2","chr19",1453289,1453315,27,"*",-0.00123122590921619,0.00123122590921619,21.1733550357842,0.42,0.02,0.4,"M","",6987,"ENSG00000115266",434.497501145855,1.36516635136329,0.247860414500079,2.37210718815429e-09,3.68810935082078e-08,616.229246421306,660.768496196386,290.933087051721,127.372308337895,204.374907222636,388.726391070564,521.083908825342,346.821402692307,736.710925124789,208.817491772063,129.329154209089,731.402569157975,651.104309182157,582.934535165032,583.446272206767,171.905013697646,"protein_coding","APC regulator of WNT signaling pathway 2 [Source:HGNC Symbol;Acc:HGNC:24036]"
"335","APCS","chr1",159578789,159580500,1712,"*",0.000380003158666771,0.000380003158666771,6.40089236793988,0,0.255,-0.255,"U","",-7326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","APCS","chr1",159671203,159672429,1227,"*",0.00016230676513966,0.00016230676513966,2.62290141994432,0,0.34,-0.34,"U","",83377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","APCS","chr1",159594777,159596682,1906,"*",0.000141841803343213,0.000141841803343213,2.26774422525968,0,0.2,-0.2,"U","",6951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","API5","chr11",42751574,42753521,1948,"*",0.000167424456632075,0.000167424456632075,2.71171590060575,0,0.35,-0.35,"U","",-558442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","APOD","chr3",195904168,195904412,245,"*",-0.000838565812959741,0.000838565812959741,14.3589734777765,0.585,0.86,-0.275,"U","TNK2",-320135,"ENSG00000189058",3.53594217782703,3.34415600181117,1.59383664973304,0.000855503541546495,0.00386582762953029,0,13.1627190477368,0,0,0,0,2.42740951316153,0,11.0783597763126,1.90700905727912,0,4.43946931203627,0,1.62603775499312,21.9340703837131,0,"protein_coding","apolipoprotein D [Source:HGNC Symbol;Acc:HGNC:612]"
"340","APOO","chrX",23906876,23908557,1682,"*",0.000479934650588844,0.000479934650588844,8.13514375256038,0,0.32,-0.32,"U","APOO",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","APP","chr21",25850932,25852687,1756,"*",0.000152073009226338,0.000152073009226338,2.44530069547613,0,0.32,-0.32,"U","",318441,"ENSG00000142192",18301.4941768795,0.787977401078311,0.239710433997248,0.000267010827517902,0.00141536406580721,30322.1716834574,14404.4022112399,13503.1960180207,12652.0733476436,12927.9011080365,14257.6731841434,36911.9981936386,11944.67286889,16488.2921337453,12447.0481168608,12774.7549265895,14813.399226937,31573.3915008173,32241.889624881,13099.7579688329,12461.2847163379,"protein_coding","amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]"
"342","APTX","chr9",33064835,33064945,111,"*",-0.000135289614003031,0.000135289614003031,2.15403489082517,0.635,0.91,-0.275,"U","",-39705,"ENSG00000137074",1070.22289570407,-0.767472093192278,0.116735827843931,1.43698756948136e-11,3.07748596228018e-10,803.944522484725,711.664343180968,1115.78527520115,1537.20180119791,1072.57218751724,1139.94610387564,801.045139343305,1245.32244593663,869.651242440541,1562.79392244023,1590.66622151433,791.335404870465,770.354182658743,762.611707091772,764.036785032672,1584.63504647883,"protein_coding","aprataxin [Source:HGNC Symbol;Acc:HGNC:15984]"
"343","AQP12A","chr2",240692821,240693441,621,"*",-0.000477438525315328,0.000477438525315328,8.09182498858998,0.16,0,0.16,"M","",955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","AQP12A","chr2",240794444,240796431,1988,"*",-0.000383291172493474,0.000383291172493474,6.45795388500455,0.18,0.05,0.13,"M","",102578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","AQP12A","chr2",240718207,240720194,1988,"*",-0.000242226641779501,0.000242226641779501,4.00986316799293,0.19,0.02,0.17,"M","",26341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","AQP12A","chr2",240749956,240750569,614,"*",-0.000182288906605116,0.000182288906605116,2.96967955602151,0.395,0,0.395,"M","",58090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","AQP12A","chr2",240745782,240747773,1992,"*",-0.000164086146120293,0.000164086146120293,2.65378151459793,0.13,0.01,0.12,"M","",53916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","AQP12A","chr2",240757395,240757505,111,"*",-0.000179687020481921,0.000179687020481921,2.92452537564267,0.39,0,0.39,"M","",65529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","AQP12B","chr2",240683784,240685248,1465,"*",-0.000964209652387371,0.000964209652387371,16.5394473034482,0.375,0.06,0.315,"M","",-878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","AQP12B","chr2",240676160,240677966,1807,"*",-0.000127781835888404,0.000127781835888404,2.02374188368315,0.29,0,0.29,"M","",4940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","AQP3","chr9",33446162,33447298,1137,"*",-0.000210935440239695,0.000210935440239695,3.46682304567428,0.085,0.01,0.075,"M","AQP3",298,"ENSG00000165272",3735.54358377893,-4.37291044157183,0.584916754948626,1.43628773607236e-14,4.54461032617307e-13,51.5447684272503,583.54721111633,5971.44224484929,6668.48622281024,6799.82249457017,6144.50028584852,50.1664632720049,9419.88493737344,626.850524009689,7617.54767930142,6749.00484353544,560.483000644579,38.9549586690179,43.0900005073176,532.997910324227,7910.3737952039,"protein_coding","aquaporin 3 (Gill blood group) [Source:HGNC Symbol;Acc:HGNC:636]"
"352","AQP4","chr18",27142853,27144044,1192,"*",0.000510684736212074,0.000510684736212074,8.6687931311854,0.11,0.45,-0.34,"U","CHST9",-277082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","AQP4","chr18",26851367,26853005,1639,"*",0.00026472046088937,0.00026472046088937,4.40022997015289,0.12,0.48,-0.36,"U","",12766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","AQP4","chr18",26667576,26669557,1982,"*",0.000153352099464736,0.000153352099464736,2.46749854296474,0,0.43,-0.43,"U","",196214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","AQP7","chr9",33446162,33447298,1137,"*",-0.000210935440239695,0.000210935440239695,3.46682304567428,0.085,0.01,0.075,"M","AQP3",-43480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","AQP7B","chr2",94591391,94592311,921,"*",-0.000163777141923854,0.000163777141923854,2.64841893123986,0.055,0.12,-0.065,"U","",4290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","AR","chrX",67105442,67107259,1818,"*",0.000134170413277642,0.000134170413277642,2.13461183038305,0,0.285,-0.285,"U","",-436762,"ENSG00000169083",61.6520776584095,-2.29031614829358,0.978808236469321,0.000567125361446313,0.00271860994098648,0,37.7331279368454,143.028556762857,95.3472708129383,176.649629111038,93.0081549187239,0,104.226121016341,12.0015564243387,95.3504528639558,85.6702677563391,21.0874792321723,2.38499746953171,0,43.137005087969,76.8086231415013,"protein_coding","androgen receptor [Source:HGNC Symbol;Acc:HGNC:644]"
"358","ARAP1","chr11",72721251,72722822,1572,"*",-0.000187493991607552,0.000187493991607552,3.06001069887667,0.135,0,0.135,"M","ARAP1",70777,"ENSG00000186635",3838.68717551673,-0.781396073719065,0.170879287513927,1.32736519881255e-06,1.23953499507294e-05,3347.33264816367,2253.45750097254,5983.63217866431,3531.48822888837,6253.2384403701,6069.37831456801,3020.50657087733,5906.74585828815,2659.72954296305,4032.37065161669,3500.1246893912,2350.6990007232,3079.03173316544,2859.3873921554,2534.84740067777,4037.02465678248,"protein_coding","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:16925]"
"359","ARC","chr8",142504740,142504980,241,"*",-0.00145113534589591,0.00145113534589591,24.9897520265378,0.47,0,0.47,"M","",109499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","ARC","chr8",142536949,142538943,1995,"*",-0.0013411795127851,0.0013411795127851,23.0815341849766,0.435,0,0.435,"M","",75536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","ARC","chr8",142505994,142507977,1984,"*",-0.00118410377143913,0.00118410377143913,20.355578465913,0.385,0,0.385,"M","",106502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","ARC","chr8",142577940,142579098,1159,"*",-0.000351921624490217,0.000351921624490217,5.91355410658444,0.27,0.03,0.24,"M","",35381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","ARC","chr8",142502931,142504367,1437,"*",-0.000791452151304024,0.000791452151304024,13.541344005931,0.26,0,0.26,"M","",110112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","ARC","chr8",142613791,142613849,59,"*",-0.000229706108152565,0.000229706108152565,3.79257678147892,0.405,0,0.405,"M","ARC",630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","ARC","chr8",142464372,142465038,667,"*",-0.000500981783972795,0.000500981783972795,8.50040418759795,0.335,0,0.335,"M","",149441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","ARC","chr8",142457729,142459185,1457,"*",-0.00049313380815461,0.00049313380815461,8.3642072524039,0.165,0,0.165,"M","",155294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","ARC","chr8",142598740,142600248,1509,"*",-0.000430358887056152,0.000430358887056152,7.27478597248005,0.145,0,0.145,"M","",14231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","ARC","chr8",142452544,142452652,109,"*",-0.00041466812773862,0.00041466812773862,7.00248221168563,0.14,0,0.14,"M","",161827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","ARC","chr8",142493030,142494938,1909,"*",-0.000398978831046108,0.000398978831046108,6.73020383387529,0.135,0,0.135,"M","",119541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","ARC","chr8",142622564,142623243,680,"*",-0.000357149287266227,0.000357149287266227,6.00427707322136,0.365,0,0.365,"M","",-8085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","ARC","chr8",142481705,142483368,1664,"*",-0.000250054303730686,0.000250054303730686,4.14570756815229,0.175,0,0.175,"M","",131111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","ARC","chr8",142613259,142613321,63,"*",-0.00031533604939629,0.00031533604939629,5.27863329190013,0.325,0,0.325,"M","",1158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","ARC","chr8",142548734,142549773,1040,"*",-0.000289214106725858,0.000289214106725858,4.82530257128506,0.2,0,0.2,"M","",64706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","ARC","chr8",142543500,142545220,1721,"*",-0.000282946467499868,0.000282946467499868,4.71653143420996,0.49,0,0.49,"M","",69259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","ARC","chr8",142489836,142491362,1527,"*",-0.000187493991607552,0.000187493991607552,3.06001069887667,0.135,0,0.135,"M","",123117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","ARC","chr8",142500313,142500538,226,"*",-0.000226576762831494,0.000226576762831494,3.73826886160663,0.08,0,0.08,"M","",113941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","ARC","chr8",142613629,142613672,44,"*",-0.000167984549726111,0.000167984549726111,2.72143598188509,0.49,0,0.49,"M","",807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","ARC","chr8",142531988,142533968,1981,"*",-0.000150236785607355,0.000150236785607355,2.41343413076821,0.51,0.01,0.5,"M","",80511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","ARF5","chr7",127469894,127471829,1936,"*",0.000131613724855615,0.000131613724855615,2.09024202912559,0,0.28,-0.28,"U","",-116557,"ENSG00000004059",2729.41713884781,-0.591824922397994,0.196487855328092,0.00114408195441736,0.00496171368711581,1688.66815966887,2631.66629494417,2452.61468358127,3111.52353225429,2478.63986317685,2783.09017410643,1763.10844305966,5462.88634292546,2410.46644799602,3337.26585023845,3249.70390671882,2665.90132187778,1584.43331892557,1739.04737896514,2493.17266694872,3818.48583617749,"protein_coding","ADP ribosylation factor 5 [Source:HGNC Symbol;Acc:HGNC:658]"
"380","ARFGEF1","chr8",67325669,67327610,1942,"*",-0.000132956996787998,0.000132956996787998,2.11355371159776,0.96,0.91,0.0499999999999999,"M","",16171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","ARG1","chr6",131471460,131472827,1368,"*",0.000195579341541962,0.000195579341541962,3.20032712014882,0.1,0.37,-0.27,"U","",628,"ENSG00000118520",7.05014349264515,-0.90465446740339,0.486157029917304,0.0120134117156215,0.0354498561367299,5.38527431329481,3.51005841272981,3.25064901733767,12.3733099528241,3.96075401594255,10.7317101829297,0.809136504387176,3.59400417297728,5.53917988815631,21.9306041587098,14.0037937678631,7.76907129606347,3.97499578255285,2.43905663248968,4.38681407674261,9.14388370732158,"protein_coding","arginase 1 [Source:HGNC Symbol;Acc:HGNC:663]"
"382","ARHGAP12","chr10",31321470,31322328,859,"*",0.000265756575237341,0.000265756575237341,4.41821111611632,0,0.23,-0.23,"U","ZEB1",606548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","ARHGAP19","chr10",97211748,97211768,21,"*",-0.000170912115381713,0.000170912115381713,2.77224213612278,0.46,1,-0.54,"U","",80905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","ARHGAP20","chr11",111004611,111006498,1888,"*",0.000180220695662849,0.000180220695662849,2.93378698981115,0.03,0.28,-0.25,"U","",-291422,"ENSG00000137727",9.48708376084428,-4.04623643069098,1.12781242308359,1.56016185619443e-05,0.000114443701371753,0,0,5.68863578034092,43.6705057158496,0,3.57723672764323,0,0,0.923196648026052,36.2331720883032,25.5363298119857,1.10986732800907,0.79499915651057,2.43905663248968,0.731135679457102,31.0892046048934,"protein_coding","Rho GTPase activating protein 20 [Source:HGNC Symbol;Acc:HGNC:18357]"
"385","ARHGAP21","chr10",24917151,24917872,722,"*",-0.000149521476619884,0.000149521476619884,2.40102037031999,0.7,0.88,-0.18,"U","",-193264,"ENSG00000107863",4535.10190170511,-0.970543547114,0.438427212475773,0.00434536882932282,0.0153027096815707,3739.68834813229,1490.0197962038,10629.6222866942,2896.08237072276,10821.5721223582,10496.8049711478,4045.68252193588,8190.73551021521,1345.09751617396,2721.3019247373,2907.02283569347,1471.68407694002,4135.58561216799,3913.05985739094,1264.13358978133,2493.5370869866,"protein_coding","Rho GTPase activating protein 21 [Source:HGNC Symbol;Acc:HGNC:23725]"
"386","ARHGAP21","chr10",23851582,23853409,1828,"*",0.000139284464350008,0.000139284464350008,2.22336313372781,0,0.295,-0.295,"U","",870478,"ENSG00000107863",4535.10190170511,-0.970543547114,0.438427212475773,0.00434536882932282,0.0153027096815707,3739.68834813229,1490.0197962038,10629.6222866942,2896.08237072276,10821.5721223582,10496.8049711478,4045.68252193588,8190.73551021521,1345.09751617396,2721.3019247373,2907.02283569347,1471.68407694002,4135.58561216799,3913.05985739094,1264.13358978133,2493.5370869866,"protein_coding","Rho GTPase activating protein 21 [Source:HGNC Symbol;Acc:HGNC:23725]"
"387","ARHGAP21","chr10",24568068,24568475,408,"*",0.000195579341541609,0.000195579341541609,3.2003271201427,0,0.405,-0.405,"U","",155412,"ENSG00000107863",4535.10190170511,-0.970543547114,0.438427212475773,0.00434536882932282,0.0153027096815707,3739.68834813229,1490.0197962038,10629.6222866942,2896.08237072276,10821.5721223582,10496.8049711478,4045.68252193588,8190.73551021521,1345.09751617396,2721.3019247373,2907.02283569347,1471.68407694002,4135.58561216799,3913.05985739094,1264.13358978133,2493.5370869866,"protein_coding","Rho GTPase activating protein 21 [Source:HGNC Symbol;Acc:HGNC:23725]"
"388","ARHGAP24","chr4",86291113,86292902,1790,"*",0.000172542627599979,0.000172542627599979,2.80053870227805,0.12,0.48,-0.36,"U","",815963,"ENSG00000138639",29.6871840835639,1.69635868600334,0.464875512858487,1.05259532409399e-05,8.06036919903925e-05,20.0024474493807,72.8337120641435,14.6279205780195,20.3795693340632,7.12935722869659,1.19241224254774,23.4649586272281,5.39100625946592,40.6206525131463,11.4420543436747,18.122556640764,72.1413763205893,37.3649603559968,35.7728306098486,75.3069749840815,19.2021557853753,"protein_coding","Rho GTPase activating protein 24 [Source:HGNC Symbol;Acc:HGNC:25361]"
"389","ARHGAP24","chr4",85206133,85207472,1340,"*",0.000280089076657378,0.000280089076657378,4.66694312196045,0.07,0.26,-0.19,"U","",-267678,"ENSG00000138639",29.6871840835639,1.69635868600334,0.464875512858487,1.05259532409399e-05,8.06036919903925e-05,20.0024474493807,72.8337120641435,14.6279205780195,20.3795693340632,7.12935722869659,1.19241224254774,23.4649586272281,5.39100625946592,40.6206525131463,11.4420543436747,18.122556640764,72.1413763205893,37.3649603559968,35.7728306098486,75.3069749840815,19.2021557853753,"protein_coding","Rho GTPase activating protein 24 [Source:HGNC Symbol;Acc:HGNC:25361]"
