"","seqnames","start","end","width","strand","startCpG","endCpG","target","region","lenCpG","bp","tg_mean","bg_mean","delta_means","delta_quants","delta_maxmin","ttest","direction","annotated_genes","dist_to_TSS"
"858","chr12",111036437,111036801,365,"*",18745374,18745380,"R","chr12:111036437-111036801","6CpGs","364bp",0.428,0.125,0.303,0.244,0.222,0.0337,"M","CUX2, PHETA1","2272, 332320"
"859","chr12",114585239,114586272,1034,"*",18792288,18792299,"R","chr12:114585239-114586272","11CpGs","1033bp",0.735,0.0263,0.709,0.634,0.584,0.0201,"M","TBX5, TBX3","-176797, 97903"
"860","chr12",114676591,114676955,365,"*",18793609,18793613,"R","chr12:114676591-114676955","4CpGs","364bp",0.944,0.321,0.624,0.584,0.556,0.00825,"M","TBX5, TBX3","-268149, 7220"
"861","chr12",118468132,118468972,841,"*",18838339,18838345,"R","chr12:118468132-118468972","6CpGs","840bp",0.929,0.429,0.5,0.396,0.357,0.0385,"M","TAOK3, SRRM4","-95225, -512569"
"862","chr12",121048316,121048574,259,"*",18872015,18872023,"R","chr12:121048316-121048574","8CpGs","258bp",0.598,0.268,0.33,0.279,0.244,0.0432,"M","OASL, P2RX7","-9070, -84245"
"863","chr12",121385506,121385823,318,"*",18877714,18877719,"R","chr12:121385506-121385823","5CpGs","317bp",0.809,0.477,0.331,0.26,0.234,0.0407,"M","CAMKK2, RNF34","-87198, -14260"
"864","chr12",124685836,124686068,233,"*",18942364,18942370,"R","chr12:124685836-124686068","6CpGs","232bp",0.402,0.0455,0.356,0.3,0.284,0.0212,"M","NCOR2, SCARB1","-118224, 196600"
"865","chr12",124720268,124720406,139,"*",18942959,18942962,"R","chr12:124720268-124720406","3CpGs","138bp",0.955,0.473,0.481,0.365,0.338,0.047,"M","NCOR2, SCARB1","-152656, 162262"
"866","chr12",125330028,125330102,75,"*",18954756,18954763,"R","chr12:125330028-125330102","7CpGs","74bp",0.462,0.104,0.358,0.301,0.28,0.0227,"M","TMEM132B","143642"
"867","chr12",125331778,125331847,70,"*",18954810,18954813,"R","chr12:125331778-125331847","3CpGs","69bp",0.929,0.224,0.704,0.628,0.59,0.0136,"M","TMEM132B","145392"
"868","chr12",126861823,126861864,42,"*",18967721,18967724,"R","chr12:126861823-126861864","3CpGs","41bp",0.894,0.542,0.353,0.31,0.306,0.0139,"M","LOC107984449","-284671"
"869","chr12",126997820,126997911,92,"*",18968981,18968985,"R","chr12:126997820-126997911","4CpGs","91bp",0.854,0.29,0.565,0.466,0.429,0.0279,"M","LOC107984449","-148624"
"870","chr12",127049586,127050339,754,"*",18969495,18969499,"R","chr12:127049586-127050339","4CpGs","753bp",1,0.334,0.666,0.551,0.545,0.0311,"M","LOC107984449","-96196"
"871","chr12",127238386,127238405,20,"*",18971316,18971319,"R","chr12:127238386-127238405","3CpGs","19bp",0.858,0.523,0.336,0.285,0.255,0.0331,"M","LOC107984449","91851"
"872","chr12",127481226,127481569,344,"*",18973712,18973722,"R","chr12:127481226-127481569","10CpGs","343bp",0.692,0.0625,0.63,0.532,0.49,0.0239,"M","LOC107984449, TMEM132C","334691, -785601"
"873","chr12",127506487,127506758,272,"*",18974008,18974013,"R","chr12:127506487-127506758","5CpGs","271bp",0.823,0.0714,0.752,0.672,0.657,0.00983,"M","LOC107984449, TMEM132C","359952, -760412"
"874","chr12",127542963,127543545,583,"*",18974304,18974309,"R","chr12:127542963-127543545","5CpGs","582bp",0.473,0.0417,0.431,0.355,0.317,0.0358,"M","LOC107984449, TMEM132C","396428, -723625"
"875","chr12",127543795,127544283,489,"*",18974311,18974317,"R","chr12:127543795-127544283","6CpGs","488bp",0.375,0.0673,0.308,0.26,0.229,0.039,"M","LOC107984449, TMEM132C","397260, -722887"
"876","chr12",127549093,127549315,223,"*",18974387,18974390,"R","chr12:127549093-127549315","3CpGs","222bp",0.701,0.31,0.392,0.344,0.319,0.0188,"M","LOC107984449, TMEM132C","402558, -717855"
"877","chr12",127655094,127655190,97,"*",18975381,18975387,"R","chr12:127655094-127655190","6CpGs","96bp",1,0.434,0.566,0.49,0.486,0.0197,"M","LOC107984449, TMEM132C","508559, -611980"
"878","chr12",127732012,127732207,196,"*",18976214,18976220,"R","chr12:127732012-127732207","6CpGs","195bp",0.427,0.05,0.377,0.316,0.3,0.022,"M","LOC107984449, TMEM132C","585477, -534963"
"879","chr12",127828857,127829702,846,"*",18977291,18977302,"R","chr12:127828857-127829702","11CpGs","845bp",0.675,0,0.675,0.613,0.55,0.0326,"M","LOC107984449, TMEM132C","682322, -437468"
"880","chr12",128071310,128071513,204,"*",18979815,18979819,"R","chr12:128071310-128071513","4CpGs","203bp",0.619,0.292,0.327,0.264,0.238,0.0354,"M","LOC107984449, TMEM132C","924775, -195657"
"881","chr12",128097421,128097716,296,"*",18980121,18980125,"R","chr12:128097421-128097716","4CpGs","295bp",0.358,0,0.358,0.318,0.278,0.0464,"M","LOC107984449, TMEM132C","950886, -169454"
"882","chr12",128742400,128742414,15,"*",18987790,18987793,"R","chr12:128742400-128742414","3CpGs","14bp",0.971,0.562,0.408,0.334,0.316,0.0275,"M","TMEM132C, SLC15A4","475230, 81544"
"883","chr12",129325249,129325393,145,"*",18996280,18996283,"R","chr12:129325249-129325393","3CpGs","144bp",0.59,0.134,0.456,0.431,0.413,0.00612,"M","GLT1D1, TMEM132D","471822, 578632"
"884","chr12",131206947,131207173,227,"*",19026514,19026520,"R","chr12:131206947-131207173","6CpGs","226bp",0.791,0.388,0.403,0.391,0.389,0.000968,"M","ADGRD1, SFSWAP","253040, -503908"
"885","chr12",132210776,132210820,45,"*",19049122,19049127,"R","chr12:132210776-132210820","5CpGs","44bp",0.95,0.611,0.339,0.261,0.233,0.0454,"M","EP400, FBRSL1","260834, -278731"
"886","chr12",132244024,132244100,77,"*",19050222,19050230,"R","chr12:132244024-132244100","8CpGs","76bp",0.53,0.199,0.331,0.259,0.254,0.0465,"M","EP400, FBRSL1","294082, -245451"
"887","chr12",132284106,132284189,84,"*",19051647,19051656,"R","chr12:132284106-132284189","9CpGs","83bp",0.78,0.464,0.315,0.28,0.278,0.0126,"M","EP400, FBRSL1","334164, -205362"
"888","chr12",132437321,132437386,66,"*",19056945,19056949,"R","chr12:132437321-132437386","4CpGs","65bp",0.789,0.174,0.615,0.564,0.556,0.0065,"M","EP400, FBRSL1","487379, -52165"
"889","chr12",132524128,132524163,36,"*",19060016,19060019,"R","chr12:132524128-132524163","3CpGs","35bp",0.785,0.45,0.335,0.279,0.269,0.0236,"M","FBRSL1, LOC124903061","34577, -26566"
"890","chr12",132892946,132892994,49,"*",19071840,19071843,"R","chr12:132892946-132892994","3CpGs","48bp",0.45,0.0714,0.379,0.286,0.257,0.0492,"M","GOLGA3, CHFR","-63803, 63310"
"891","chr13",18609537,18609653,117,"*",19114691,19114707,"R","chr13:18609537-18609653","16CpGs","116bp",0.301,0.849,0.548,0.44,0.391,0.0393,"U","TUBA3C","572171"
"892","chr13",20414590,20415004,415,"*",19135783,19135800,"R","chr13:20414590-20415004","17CpGs","414bp",0.398,0.787,0.389,0.335,0.315,0.0177,"U","GJB6, CRYL1","-182225, 110869"
"893","chr13",20751929,20753544,1616,"*",19140436,19140441,"R","chr13:20751929-20753544","5CpGs","1615bp",0.696,1,0.304,0.277,0.25,0.0298,"U","IL17D, EEF1AKMT1","49802, 20417"
"894","chr13",21094975,21095006,32,"*",19145216,19145219,"R","chr13:21094975-21095006","3CpGs","31bp",0.519,0.929,0.409,0.332,0.319,0.0311,"U","LATS2, SAP18","-33389, -45113"
"895","chr13",22145274,22145281,8,"*",19157786,19157789,"R","chr13:22145274-22145281","3CpGs","7bp",0.593,1,0.407,0.396,0.385,0.00291,"U","FGF9, LOC124903230","474201, -781285"
"896","chr13",23021377,23021395,19,"*",19166145,19166150,"R","chr13:23021377-23021395","5CpGs","18bp",0.55,0.902,0.352,0.325,0.3,0.0196,"U","LOC124903230, SGCG","94811, -159584"
"897","chr13",24945052,24945658,607,"*",19188232,19188239,"R","chr13:24945052-24945658","7CpGs","606bp",0.171,0.631,0.46,0.407,0.373,0.0211,"U","CENPJ, PABPC3","-22163, -150478"
"898","chr13",25230582,25230701,120,"*",19191823,19191827,"R","chr13:25230582-25230701","4CpGs","119bp",0.683,1,0.317,0.308,0.3,0.00276,"U","AMER2, MTMR6","-58294, 56809"
"899","chr13",27929098,27929170,73,"*",19221540,19221554,"R","chr13:27929098-27929170","14CpGs","72bp",0.0833,0.869,0.786,0.71,0.667,0.0131,"U","PDX1, CDX2","9098, 40145"
"900","chr13",28611387,28612026,640,"*",19230169,19230181,"R","chr13:28611387-28612026","12CpGs","639bp",0.287,0.813,0.526,0.48,0.441,0.0208,"U","FLT1, POMP","-116242, -47039"
"901","chr13",28625510,28625830,321,"*",19230348,19230353,"R","chr13:28625510-28625830","5CpGs","320bp",0.178,0.683,0.505,0.431,0.373,0.0497,"U","FLT1, POMP","-130365, -33235"
"902","chr13",29536013,29537615,1603,"*",19238698,19238723,"R","chr13:29536013-29537615","25CpGs","1602bp",0.5,0.862,0.362,0.31,0.285,0.0224,"U","MTUS2, SLC7A1","715674, 58073"
"903","chr13",34521351,34521688,338,"*",19283834,19283840,"R","chr13:34521351-34521688","6CpGs","337bp",0.295,0.657,0.362,0.348,0.343,0.00139,"U","RFC3, NBEA","703282, -420582"
"904","chr13",36060325,36060883,559,"*",19294794,19294799,"R","chr13:36060325-36060883","5CpGs","558bp",0.107,0.582,0.475,0.416,0.396,0.0137,"U","MAB21L1, DCLK1","-583636, 70499"
"905","chr13",36430452,36430513,62,"*",19297765,19297771,"R","chr13:36430452-36430513","6CpGs","61bp",0.342,0.691,0.348,0.313,0.291,0.0162,"U","CCNA1","-1007"
"906","chr13",36516545,36517005,461,"*",19298528,19298531,"R","chr13:36516545-36517005","3CpGs","460bp",0.562,0.889,0.326,0.295,0.264,0.0348,"U","CCNA1, SERTM1","85025, -157015"
"907","chr13",38112439,38112460,22,"*",19309783,19309786,"R","chr13:38112439-38112460","3CpGs","21bp",0.667,0.967,0.3,0.268,0.267,0.0121,"U","TRPC4, UFM1","-242637, -237389"
"908","chr13",39986295,39986538,244,"*",19322355,19322358,"R","chr13:39986295-39986538","3CpGs","243bp",0.688,1,0.312,0.281,0.25,0.0377,"U","COG6, LOC124903162","330668, 286971"
"909","chr13",41694662,41695133,472,"*",19339606,19339611,"R","chr13:41694662-41695133","5CpGs","471bp",0.376,0.722,0.346,0.281,0.267,0.0291,"U","RGCC, VWA8","237112, 265987"
"910","chr13",43363603,43363644,42,"*",19352668,19352671,"R","chr13:43363603-43363644","3CpGs","41bp",0.335,0.825,0.49,0.441,0.415,0.0126,"U","DNAJC15, ENOX1","340400, 423328"
"911","chr13",44779157,44779273,117,"*",19364651,19364656,"R","chr13:44779157-44779273","5CpGs","116bp",0.354,0.85,0.496,0.457,0.433,0.00964,"U","TSC22D1, GPALPP1","-202010, -210265"
"912","chr13",46490108,46490476,369,"*",19381914,19381917,"R","chr13:46490108-46490476","3CpGs","368bp",0.352,0.823,0.471,0.398,0.345,0.0462,"U","RUBCNL, LRCH1","-51918, -62692"
"913","chr13",47221704,47221879,176,"*",19387255,19387260,"R","chr13:47221704-47221879","5CpGs","175bp",0.273,0.701,0.427,0.325,0.3,0.0462,"U","HTR2A, NUDT15","-324628, -815847"
"914","chr13",47346158,47347730,1573,"*",19387961,19387971,"R","chr13:47346158-47347730","10CpGs","1572bp",0.19,0.875,0.685,0.645,0.632,0.00302,"U","HTR2A, NUDT15","-449082, -689996"
"915","chr13",47380706,47381495,790,"*",19388136,19388144,"R","chr13:47380706-47381495","8CpGs","789bp",0.393,0.807,0.414,0.34,0.318,0.0269,"U","HTR2A, NUDT15","-483630, -656231"
"916","chr13",47538051,47539354,1304,"*",19389002,19389010,"R","chr13:47538051-47539354","8CpGs","1303bp",0.0811,0.565,0.484,0.41,0.367,0.0318,"U","HTR2A, NUDT15","-640975, -498372"
"917","chr13",47549318,47550173,856,"*",19389066,19389073,"R","chr13:47549318-47550173","7CpGs","855bp",0.105,0.509,0.405,0.32,0.297,0.0363,"U","HTR2A, NUDT15","-652242, -487553"
"918","chr13",47921368,47921855,488,"*",19391410,19391414,"R","chr13:47921368-47921855","4CpGs","487bp",0.381,0.745,0.364,0.297,0.271,0.0308,"U","NUDT15","-115871"
"919","chr13",53611591,53611691,101,"*",19443675,19443682,"R","chr13:53611591-53611691","7CpGs","100bp",0.421,0.904,0.483,0.392,0.387,0.0371,"U","OLFM4","582778"
"920","chr13",54641661,54641839,179,"*",19449191,19449197,"R","chr13:54641661-54641839","6CpGs","178bp",0.35,0.741,0.391,0.335,0.308,0.0224,"U","LOC124903233","-296765"
"921","chr13",56141709,56142291,583,"*",19457241,19457245,"R","chr13:56141709-56142291","4CpGs","582bp",0.0625,0.529,0.466,0.383,0.349,0.0304,"U","PRR20A","-998627"
"922","chr13",60923974,60925969,1996,"*",19486356,19486363,"R","chr13:60923974-60925969","7CpGs","1995bp",0.624,0.938,0.314,0.243,0.228,0.0424,"U","TDRD3, PCDH20","527517, 501880"
"923","chr13",63409456,63410925,1470,"*",19499849,19499861,"R","chr13:63409456-63410925","12CpGs","1469bp",0.633,0.934,0.301,0.263,0.245,0.0174,"U","LOC112267897","-335816"
"924","chr13",70704749,70706307,1559,"*",19540511,19540518,"R","chr13:70704749-70706307","7CpGs","1558bp",0.59,0.958,0.368,0.311,0.292,0.021,"U","KLHL1","-596256"
"925","chr13",78588949,78590239,1291,"*",19593912,19593923,"R","chr13:78588949-78590239","11CpGs","1290bp",0.0714,0.653,0.582,0.545,0.509,0.0148,"U","EDNRB, POU4F1","-613420, 13313"
"926","chr13",78595441,78595619,179,"*",19594000,19594009,"R","chr13:78595441-78595619","9CpGs","178bp",0,0.402,0.402,0.4,0.4,2.8e-05,"U","EDNRB, POU4F1","-619912, 7933"
"927","chr13",82926019,82926083,65,"*",19620732,19620739,"R","chr13:82926019-82926083","7CpGs","64bp",0.611,0.935,0.324,0.283,0.266,0.0156,"U","SLITRK1","956391"
"928","chr13",82984880,82985213,334,"*",19621063,19621068,"R","chr13:82984880-82985213","5CpGs","333bp",0.232,0.833,0.601,0.592,0.583,0.000881,"U","SLITRK1","897261"
"929","chr13",84112873,84113499,627,"*",19627639,19627645,"R","chr13:84112873-84113499","6CpGs","626bp",0.225,0.883,0.658,0.614,0.6,0.00398,"U","SLITRK1","-230399"
"930","chr13",84181323,84183215,1893,"*",19628007,19628015,"R","chr13:84181323-84183215","8CpGs","1892bp",0.0639,0.4,0.336,0.318,0.3,0.0113,"U","SLITRK1","-298849"
"931","chr13",84331341,84331431,91,"*",19628792,19628798,"R","chr13:84331341-84331431","6CpGs","90bp",0.216,0.657,0.441,0.37,0.35,0.022,"U","SLITRK1","-448867"
"932","chr13",84527728,84528884,1157,"*",19629951,19629959,"R","chr13:84527728-84528884","8CpGs","1156bp",0.0556,0.476,0.421,0.342,0.312,0.0318,"U","SLITRK1","-645254"
"933","chr13",84625985,84627871,1887,"*",19630447,19630457,"R","chr13:84625985-84627871","10CpGs","1886bp",0.0589,0.695,0.636,0.534,0.517,0.0229,"U","SLITRK1","-743511"
"934","chr13",84712979,84713805,827,"*",19630929,19630937,"R","chr13:84712979-84713805","8CpGs","826bp",0.314,0.861,0.547,0.463,0.405,0.0433,"U","SLITRK1","-830505"
"935","chr13",85798526,85799186,661,"*",19637675,19637681,"R","chr13:85798526-85799186","6CpGs","660bp",0.392,0.867,0.475,0.443,0.414,0.0148,"U","SLITRK6","7497"
"936","chr13",86330892,86332017,1126,"*",19640436,19640445,"R","chr13:86330892-86332017","9CpGs","1125bp",0.48,0.906,0.426,0.354,0.31,0.0423,"U","SLITRK6","-524209"
"937","chr13",86510244,86511318,1075,"*",19641446,19641458,"R","chr13:86510244-86511318","12CpGs","1074bp",0.341,0.85,0.509,0.411,0.402,0.0366,"U","SLITRK6","-703561"
"938","chr13",86675884,86676864,981,"*",19642358,19642363,"R","chr13:86675884-86676864","5CpGs","980bp",0.104,0.54,0.436,0.335,0.319,0.0471,"U","SLITRK6, SLITRK5","-869201, -994507"
"939","chr13",86681382,86681980,599,"*",19642387,19642395,"R","chr13:86681382-86681980","8CpGs","598bp",0.5,0.883,0.383,0.336,0.333,0.0166,"U","SLITRK6, SLITRK5","-874699, -989391"
"940","chr13",86717072,86717254,183,"*",19642549,19642555,"R","chr13:86717072-86717254","6CpGs","182bp",0.202,0.745,0.543,0.427,0.381,0.0419,"U","SLITRK6, SLITRK5","-910389, -954117"
"941","chr13",86974474,86974930,457,"*",19644171,19644176,"R","chr13:86974474-86974930","5CpGs","456bp",0.566,1,0.434,0.413,0.391,0.00944,"U","SLITRK5","-696441"
"942","chr13",86975932,86977790,1859,"*",19644180,19644198,"R","chr13:86975932-86977790","18CpGs","1858bp",0.339,0.732,0.393,0.319,0.312,0.034,"U","SLITRK5","-693581"
"943","chr13",87250163,87250929,767,"*",19645813,19645822,"R","chr13:87250163-87250929","9CpGs","766bp",0.209,0.667,0.458,0.437,0.425,0.00281,"U","SLITRK5","-420442"
"944","chr13",87321907,87323200,1294,"*",19646278,19646286,"R","chr13:87321907-87323200","8CpGs","1293bp",0.475,0.972,0.498,0.467,0.462,0.00336,"U","SLITRK5","-348171"
"945","chr13",87627522,87627762,241,"*",19648008,19648011,"R","chr13:87627522-87627762","3CpGs","240bp",0.508,1,0.492,0.446,0.4,0.033,"U","SLITRK5","-43609"
"946","chr13",87646768,87648262,1495,"*",19648088,19648095,"R","chr13:87646768-87648262","7CpGs","1494bp",0.342,0.879,0.537,0.48,0.427,0.0372,"U","SLITRK5","-23109"
"947","chr13",87652364,87654257,1894,"*",19648126,19648134,"R","chr13:87652364-87654257","8CpGs","1893bp",0.0958,0.762,0.666,0.606,0.589,0.00696,"U","SLITRK5","-17114"
"948","chr13",87654998,87656320,1323,"*",19648136,19648144,"R","chr13:87654998-87656320","8CpGs","1322bp",0.444,0.823,0.38,0.308,0.268,0.0466,"U","SLITRK5","-15051"
"949","chr13",99967915,99968037,123,"*",19746993,19747001,"R","chr13:99967915-99968037","8CpGs","122bp",0,0.467,0.467,0.384,0.379,0.0338,"U","CLYBL, ZIC5","361246, 3730"
"950","chr13",100878332,100879166,835,"*",19758529,19758534,"R","chr13:100878332-100879166","5CpGs","834bp",0.636,0.958,0.322,0.282,0.28,0.0163,"U","TMTC4, NALCN","-203239, 537342"
"951","chr13",105499128,105499624,497,"*",19792132,19792137,"R","chr13:105499128-105499624","5CpGs","496bp",0.633,0.971,0.337,0.293,0.275,0.0169,"U","DAOA","33261"
"952","chr13",111387691,111387749,59,"*",19854710,19854713,"R","chr13:111387691-111387749","3CpGs","58bp",0,0.331,0.331,0.313,0.312,0.00319,"U","TEX29, SOX1","71507, -679400"
"953","chr13",111411204,111411244,41,"*",19855218,19855223,"R","chr13:111411204-111411244","5CpGs","40bp",0.272,0.733,0.461,0.395,0.389,0.0204,"U","TEX29, SOX1","95020, -655905"
"954","chr13",112067389,112067465,77,"*",19865903,19865911,"R","chr13:112067389-112067465","8CpGs","76bp",0.115,0.683,0.568,0.509,0.451,0.0389,"U","SOX1","240"
"955","chr13",112331110,112331186,77,"*",19870888,19870897,"R","chr13:112331110-112331186","9CpGs","76bp",0.094,0.833,0.739,0.731,0.722,0.000534,"U","SOX1, ATP11A","263961, -358852"
"956","chr13",112445521,112445583,63,"*",19872409,19872413,"R","chr13:112445521-112445583","4CpGs","62bp",0.357,0.944,0.587,0.499,0.46,0.0229,"U","SOX1, ATP11A","378372, -244455"
"957","chr13",113099409,113099531,123,"*",19888437,19888443,"R","chr13:113099409-113099531","6CpGs","122bp",0.655,0.966,0.311,0.272,0.264,0.0135,"U","MCF2L, F7","205031, -6257"
"958","chr13",18413205,18413327,123,"*",19113189,19113195,"R","chr13:18413205-18413327","6CpGs","122bp",0.483,0,0.483,0.475,0.467,0.00119,"M","TUBA3C","768497"
"959","chr13",18413519,18413575,57,"*",19113208,19113213,"R","chr13:18413519-18413575","5CpGs","56bp",0.685,0.268,0.417,0.391,0.381,0.00378,"M","TUBA3C","768249"
"960","chr13",20390573,20390660,88,"*",19135334,19135339,"R","chr13:20390573-20390660","5CpGs","87bp",0.773,0.447,0.326,0.303,0.283,0.0145,"M","GJB6, CRYL1","-158208, 135213"
"961","chr13",20993698,20993871,174,"*",19143547,19143555,"R","chr13:20993698-20993871","8CpGs","173bp",0.895,0.323,0.572,0.47,0.414,0.0397,"M","XPO4, LATS2","-90650, 67715"
"962","chr13",21193691,21193793,103,"*",19146829,19146832,"R","chr13:21193691-21193793","3CpGs","102bp",0.862,0.441,0.42,0.37,0.338,0.0229,"M","SKA3, ZDHHC20","-17139, 265577"
"963","chr13",21712142,21712892,751,"*",19152975,19152979,"R","chr13:21712142-21712892","4CpGs","750bp",0.523,0.109,0.414,0.394,0.382,0.00345,"M","FGF9","41069"
"964","chr13",22533896,22534007,112,"*",19160788,19160796,"R","chr13:22533896-22534007","8CpGs","111bp",0.913,0.284,0.629,0.569,0.539,0.0108,"M","FGF9, LOC124903230","862823, -392559"
"965","chr13",23058171,23058211,41,"*",19166528,19166532,"R","chr13:23058171-23058211","4CpGs","40bp",0.919,0.375,0.544,0.495,0.483,0.00699,"M","LOC124903230, SGCG","131605, -122768"
"966","chr13",23288297,23288556,260,"*",19169032,19169035,"R","chr13:23288297-23288556","3CpGs","259bp",0.55,0.162,0.388,0.344,0.318,0.0186,"M","SGCG, SACS","107318, 145207"
"967","chr13",24741537,24741868,332,"*",19185945,19185949,"R","chr13:24741537-24741868","4CpGs","331bp",0.812,0.38,0.433,0.397,0.365,0.0203,"M","ATP12A, RNF17","61129, -5790"
"968","chr13",24762294,24762597,304,"*",19186356,19186360,"R","chr13:24762294-24762597","4CpGs","303bp",0.613,0.0667,0.546,0.476,0.467,0.0151,"M","RNF17, CENPJ","14636, 160292"
"969","chr13",24765160,24765262,103,"*",19186439,19186448,"R","chr13:24765160-24765262","9CpGs","102bp",0.575,0.186,0.39,0.339,0.332,0.0161,"M","RNF17, CENPJ","17502, 157627"
"970","chr13",25752406,25752925,520,"*",19197040,19197044,"R","chr13:25752406-25752925","4CpGs","519bp",0.678,0.15,0.528,0.431,0.379,0.0416,"M","ATP8A2, SHISA2","380432, 299091"
"971","chr13",26454168,26455617,1450,"*",19204062,19204067,"R","chr13:26454168-26455617","5CpGs","1449bp",0.887,0.556,0.331,0.298,0.271,0.0259,"M","CDK8, WASF3","200064, -102066"
"972","chr13",26552456,26552745,290,"*",19205213,19205216,"R","chr13:26552456-26552745","3CpGs","289bp",0.944,0.619,0.325,0.252,0.222,0.047,"M","CDK8, WASF3","298352, -4938"
"973","chr13",27502835,27504440,1606,"*",19216627,19216652,"R","chr13:27502835-27504440","25CpGs","1605bp",0.803,0.0938,0.709,0.572,0.518,0.0344,"M","MTIF3, POLR1D","-52244, -116302"
"974","chr13",27525282,27527231,1950,"*",19216850,19216865,"R","chr13:27525282-27527231","15CpGs","1949bp",0.519,0.157,0.361,0.303,0.278,0.0261,"M","MTIF3, POLR1D","-74691, -93511"
"975","chr13",27886680,27887590,911,"*",19220669,19220679,"R","chr13:27886680-27887590","10CpGs","910bp",0.496,0.0119,0.485,0.421,0.369,0.0433,"M","GSX1, PDX1","94197, -32410"
