"","annotated_genes","seqnames","start","end","width","strand","startCpG","endCpG","target","region","lenCpG","bp","tg_mean","bg_mean","delta_means","delta_quants","delta_maxmin","ttest","direction","segment_id","dist_to_TSS","X","baseMean","log2FoldChange","lfcSE","pvalue","padj","RPMI8226_1_3b","JJN3_1_3b","OPM_4_1","MM1R_1_2","OPM_2_1","OPM_3_3","JJN3_4_2b","OPM_4_3","RPMI8226_4_1b","MM1R_3_1","MM1R_2_2","RPMI8226_2_3b","JJN3_2_2b","JJN3_3_3b","RPMI8226_3_2b","MM1R_4_2","type","description"
"5625","ATP5F1D","chr19",1238614,1238712,99,"*",24918794,24918799,"R","chr19:1238614-1238712","5CpGs","98bp",0.829,0.208,0.621,0.534,0.48,0.0302,"M","chr19:1238614-1238712",-3034,"ENSG00000099624",5099.7637146342,-0.48459565634754,0.197435182123365,0.00787010379243482,0.0249707584421412,4458.2378065062,4398.98070575363,5319.68711687309,4218.57085215107,4810.73182776382,5282.3862344865,3556.15493678164,11119.8489111917,5538.25669150828,5618.04868274427,5290.13903395394,4389.52528227586,3915.37084581456,3724.43947781173,3246.97355246899,6708.86747606185,"protein_coding","ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]"
"5626","ATP5F1D","chr19",1237795,1237830,36,"*",24918701,24918709,"R","chr19:1237795-1237830","8CpGs","35bp",0.0198,0.45,0.431,0.379,0.37,0.0126,"U","chr19:1237795-1237830",-3916,"ENSG00000099624",5099.7637146342,-0.48459565634754,0.197435182123365,0.00787010379243482,0.0249707584421412,4458.2378065062,4398.98070575363,5319.68711687309,4218.57085215107,4810.73182776382,5282.3862344865,3556.15493678164,11119.8489111917,5538.25669150828,5618.04868274427,5290.13903395394,4389.52528227586,3915.37084581456,3724.43947781173,3246.97355246899,6708.86747606185,"protein_coding","ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]"
"5627","ATP5F1D","chr19",1236496,1236522,27,"*",24918568,24918571,"R","chr19:1236496-1236522","3CpGs","26bp",0.771,0.039,0.732,0.637,0.559,0.0421,"M","chr19:1236496-1236522",-5224,"ENSG00000099624",5099.7637146342,-0.48459565634754,0.197435182123365,0.00787010379243482,0.0249707584421412,4458.2378065062,4398.98070575363,5319.68711687309,4218.57085215107,4810.73182776382,5282.3862344865,3556.15493678164,11119.8489111917,5538.25669150828,5618.04868274427,5290.13903395394,4389.52528227586,3915.37084581456,3724.43947781173,3246.97355246899,6708.86747606185,"protein_coding","ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]"
"5628","ATP5F1D","chr19",1233430,1233528,99,"*",24918406,24918411,"R","chr19:1233430-1233528","5CpGs","98bp",0.931,0.171,0.761,0.669,0.651,0.0126,"M","chr19:1233430-1233528",-8218,"ENSG00000099624",5099.7637146342,-0.48459565634754,0.197435182123365,0.00787010379243482,0.0249707584421412,4458.2378065062,4398.98070575363,5319.68711687309,4218.57085215107,4810.73182776382,5282.3862344865,3556.15493678164,11119.8489111917,5538.25669150828,5618.04868274427,5290.13903395394,4389.52528227586,3915.37084581456,3724.43947781173,3246.97355246899,6708.86747606185,"protein_coding","ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]"
"5629","ATP5F1D","chr19",1191651,1191683,33,"*",24916489,24916492,"R","chr19:1191651-1191683","3CpGs","32bp",0.812,0.128,0.684,0.561,0.529,0.0268,"M","chr19:1191651-1191683",-50063,"ENSG00000099624",5099.7637146342,-0.48459565634754,0.197435182123365,0.00787010379243482,0.0249707584421412,4458.2378065062,4398.98070575363,5319.68711687309,4218.57085215107,4810.73182776382,5282.3862344865,3556.15493678164,11119.8489111917,5538.25669150828,5618.04868274427,5290.13903395394,4389.52528227586,3915.37084581456,3724.43947781173,3246.97355246899,6708.86747606185,"protein_coding","ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]"
"5630","ATP5F1D","chr19",1234152,1234192,41,"*",24918436,24918439,"R","chr19:1234152-1234192","3CpGs","40bp",0.813,0.069,0.744,0.661,0.611,0.0186,"M","chr19:1234152-1234192",-7554,"ENSG00000099624",5099.7637146342,-0.48459565634754,0.197435182123365,0.00787010379243482,0.0249707584421412,4458.2378065062,4398.98070575363,5319.68711687309,4218.57085215107,4810.73182776382,5282.3862344865,3556.15493678164,11119.8489111917,5538.25669150828,5618.04868274427,5290.13903395394,4389.52528227586,3915.37084581456,3724.43947781173,3246.97355246899,6708.86747606185,"protein_coding","ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]"
"5631","ATP5F1D","chr19",1234326,1234548,223,"*",24918448,24918457,"R","chr19:1234326-1234548","9CpGs","222bp",0.818,0.0373,0.781,0.711,0.666,0.0137,"M","chr19:1234326-1234548",-7198,"ENSG00000099624",5099.7637146342,-0.48459565634754,0.197435182123365,0.00787010379243482,0.0249707584421412,4458.2378065062,4398.98070575363,5319.68711687309,4218.57085215107,4810.73182776382,5282.3862344865,3556.15493678164,11119.8489111917,5538.25669150828,5618.04868274427,5290.13903395394,4389.52528227586,3915.37084581456,3724.43947781173,3246.97355246899,6708.86747606185,"protein_coding","ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]"
"5632","ATP5F1D","chr19",1234286,1234311,26,"*",24918445,24918448,"R","chr19:1234286-1234311","3CpGs","25bp",0.966,0.366,0.6,0.525,0.513,0.0144,"M","chr19:1234286-1234311",-7435,"ENSG00000099624",5099.7637146342,-0.48459565634754,0.197435182123365,0.00787010379243482,0.0249707584421412,4458.2378065062,4398.98070575363,5319.68711687309,4218.57085215107,4810.73182776382,5282.3862344865,3556.15493678164,11119.8489111917,5538.25669150828,5618.04868274427,5290.13903395394,4389.52528227586,3915.37084581456,3724.43947781173,3246.97355246899,6708.86747606185,"protein_coding","ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]"
"5633","ATP5F1D","chr19",1230995,1231018,24,"*",24918327,24918330,"R","chr19:1230995-1231018","3CpGs","23bp",0.923,0.552,0.371,0.361,0.354,0.0014,"M","chr19:1230995-1231018",-10728,"ENSG00000099624",5099.7637146342,-0.48459565634754,0.197435182123365,0.00787010379243482,0.0249707584421412,4458.2378065062,4398.98070575363,5319.68711687309,4218.57085215107,4810.73182776382,5282.3862344865,3556.15493678164,11119.8489111917,5538.25669150828,5618.04868274427,5290.13903395394,4389.52528227586,3915.37084581456,3724.43947781173,3246.97355246899,6708.86747606185,"protein_coding","ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]"
"5634","ATP5F1D","chr19",1233048,1233162,115,"*",24918392,24918396,"R","chr19:1233048-1233162","4CpGs","114bp",0.914,0.138,0.777,0.691,0.677,0.0109,"M","chr19:1233048-1233162",-8584,"ENSG00000099624",5099.7637146342,-0.48459565634754,0.197435182123365,0.00787010379243482,0.0249707584421412,4458.2378065062,4398.98070575363,5319.68711687309,4218.57085215107,4810.73182776382,5282.3862344865,3556.15493678164,11119.8489111917,5538.25669150828,5618.04868274427,5290.13903395394,4389.52528227586,3915.37084581456,3724.43947781173,3246.97355246899,6708.86747606185,"protein_coding","ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]"
"5635","ATP5F1D","chr19",1234607,1234637,31,"*",24918457,24918460,"R","chr19:1234607-1234637","3CpGs","30bp",0.904,0.137,0.767,0.732,0.71,0.00334,"M","chr19:1234607-1234637",-7109,"ENSG00000099624",5099.7637146342,-0.48459565634754,0.197435182123365,0.00787010379243482,0.0249707584421412,4458.2378065062,4398.98070575363,5319.68711687309,4218.57085215107,4810.73182776382,5282.3862344865,3556.15493678164,11119.8489111917,5538.25669150828,5618.04868274427,5290.13903395394,4389.52528227586,3915.37084581456,3724.43947781173,3246.97355246899,6708.86747606185,"protein_coding","ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]"
"5636","ATP5F1D","chr19",1235042,1235095,54,"*",24918484,24918490,"R","chr19:1235042-1235095","6CpGs","53bp",0.931,0.126,0.805,0.794,0.785,0.000464,"M","chr19:1235042-1235095",-6651,"ENSG00000099624",5099.7637146342,-0.48459565634754,0.197435182123365,0.00787010379243482,0.0249707584421412,4458.2378065062,4398.98070575363,5319.68711687309,4218.57085215107,4810.73182776382,5282.3862344865,3556.15493678164,11119.8489111917,5538.25669150828,5618.04868274427,5290.13903395394,4389.52528227586,3915.37084581456,3724.43947781173,3246.97355246899,6708.86747606185,"protein_coding","ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]"
"5637","ATP5F1D","chr19",1236460,1236492,33,"*",24918564,24918568,"R","chr19:1236460-1236492","4CpGs","32bp",0.964,0.24,0.723,0.66,0.642,0.00661,"M","chr19:1236460-1236492",-5254,"ENSG00000099624",5099.7637146342,-0.48459565634754,0.197435182123365,0.00787010379243482,0.0249707584421412,4458.2378065062,4398.98070575363,5319.68711687309,4218.57085215107,4810.73182776382,5282.3862344865,3556.15493678164,11119.8489111917,5538.25669150828,5618.04868274427,5290.13903395394,4389.52528227586,3915.37084581456,3724.43947781173,3246.97355246899,6708.86747606185,"protein_coding","ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]"
"5638","ATP5F1D","chr19",1236272,1236367,96,"*",24918555,24918560,"R","chr19:1236272-1236367","5CpGs","95bp",0.886,0.0286,0.857,0.821,0.796,0.00344,"M","chr19:1236272-1236367",-5379,"ENSG00000099624",5099.7637146342,-0.48459565634754,0.197435182123365,0.00787010379243482,0.0249707584421412,4458.2378065062,4398.98070575363,5319.68711687309,4218.57085215107,4810.73182776382,5282.3862344865,3556.15493678164,11119.8489111917,5538.25669150828,5618.04868274427,5290.13903395394,4389.52528227586,3915.37084581456,3724.43947781173,3246.97355246899,6708.86747606185,"protein_coding","ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]"
"5639","ATP5F1D","chr19",1233685,1233796,112,"*",24918418,24918423,"R","chr19:1233685-1233796","5CpGs","111bp",0.846,0.0364,0.809,0.748,0.705,0.0111,"M","chr19:1233685-1233796",-7950,"ENSG00000099624",5099.7637146342,-0.48459565634754,0.197435182123365,0.00787010379243482,0.0249707584421412,4458.2378065062,4398.98070575363,5319.68711687309,4218.57085215107,4810.73182776382,5282.3862344865,3556.15493678164,11119.8489111917,5538.25669150828,5618.04868274427,5290.13903395394,4389.52528227586,3915.37084581456,3724.43947781173,3246.97355246899,6708.86747606185,"protein_coding","ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]"
"5640","ATP5F1D","chr19",1234843,1234949,107,"*",24918470,24918477,"R","chr19:1234843-1234949","7CpGs","106bp",0.91,0.161,0.749,0.69,0.676,0.00549,"M","chr19:1234843-1234949",-6797,"ENSG00000099624",5099.7637146342,-0.48459565634754,0.197435182123365,0.00787010379243482,0.0249707584421412,4458.2378065062,4398.98070575363,5319.68711687309,4218.57085215107,4810.73182776382,5282.3862344865,3556.15493678164,11119.8489111917,5538.25669150828,5618.04868274427,5290.13903395394,4389.52528227586,3915.37084581456,3724.43947781173,3246.97355246899,6708.86747606185,"protein_coding","ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]"
"5641","ATP5F1D","chr19",1235370,1235470,101,"*",24918518,24918528,"R","chr19:1235370-1235470","10CpGs","100bp",0.942,0.209,0.733,0.648,0.636,0.0126,"M","chr19:1235370-1235470",-6276,"ENSG00000099624",5099.7637146342,-0.48459565634754,0.197435182123365,0.00787010379243482,0.0249707584421412,4458.2378065062,4398.98070575363,5319.68711687309,4218.57085215107,4810.73182776382,5282.3862344865,3556.15493678164,11119.8489111917,5538.25669150828,5618.04868274427,5290.13903395394,4389.52528227586,3915.37084581456,3724.43947781173,3246.97355246899,6708.86747606185,"protein_coding","ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]"
"5642","ATP5F1D","chr19",1234034,1234069,36,"*",24918431,24918435,"R","chr19:1234034-1234069","4CpGs","35bp",0.85,0.181,0.669,0.55,0.49,0.0362,"M","chr19:1234034-1234069",-7677,"ENSG00000099624",5099.7637146342,-0.48459565634754,0.197435182123365,0.00787010379243482,0.0249707584421412,4458.2378065062,4398.98070575363,5319.68711687309,4218.57085215107,4810.73182776382,5282.3862344865,3556.15493678164,11119.8489111917,5538.25669150828,5618.04868274427,5290.13903395394,4389.52528227586,3915.37084581456,3724.43947781173,3246.97355246899,6708.86747606185,"protein_coding","ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]"
"5643","ATP5F1D","chr19",1233546,1233598,53,"*",24918411,24918416,"R","chr19:1233546-1233598","5CpGs","52bp",0.807,0.0811,0.726,0.68,0.66,0.00409,"M","chr19:1233546-1233598",-8148,"ENSG00000099624",5099.7637146342,-0.48459565634754,0.197435182123365,0.00787010379243482,0.0249707584421412,4458.2378065062,4398.98070575363,5319.68711687309,4218.57085215107,4810.73182776382,5282.3862344865,3556.15493678164,11119.8489111917,5538.25669150828,5618.04868274427,5290.13903395394,4389.52528227586,3915.37084581456,3724.43947781173,3246.97355246899,6708.86747606185,"protein_coding","ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]"
"5644","ATP5F1D","chr19",1234676,1234771,96,"*",24918461,24918467,"R","chr19:1234676-1234771","6CpGs","95bp",0.865,0.204,0.661,0.562,0.536,0.019,"M","chr19:1234676-1234771",-6975,"ENSG00000099624",5099.7637146342,-0.48459565634754,0.197435182123365,0.00787010379243482,0.0249707584421412,4458.2378065062,4398.98070575363,5319.68711687309,4218.57085215107,4810.73182776382,5282.3862344865,3556.15493678164,11119.8489111917,5538.25669150828,5618.04868274427,5290.13903395394,4389.52528227586,3915.37084581456,3724.43947781173,3246.97355246899,6708.86747606185,"protein_coding","ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]"
"5645","ATP5F1D","chr19",1235725,1235810,86,"*",24918535,24918541,"R","chr19:1235725-1235810","6CpGs","85bp",0.873,0.0502,0.823,0.791,0.768,0.00313,"M","chr19:1235725-1235810",-5936,"ENSG00000099624",5099.7637146342,-0.48459565634754,0.197435182123365,0.00787010379243482,0.0249707584421412,4458.2378065062,4398.98070575363,5319.68711687309,4218.57085215107,4810.73182776382,5282.3862344865,3556.15493678164,11119.8489111917,5538.25669150828,5618.04868274427,5290.13903395394,4389.52528227586,3915.37084581456,3724.43947781173,3246.97355246899,6708.86747606185,"protein_coding","ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]"
"5646","ATP5F1D","chr19",1235519,1235627,109,"*",24918529,24918534,"R","chr19:1235519-1235627","5CpGs","108bp",0.895,0.126,0.769,0.722,0.697,0.00478,"M","chr19:1235519-1235627",-6119,"ENSG00000099624",5099.7637146342,-0.48459565634754,0.197435182123365,0.00787010379243482,0.0249707584421412,4458.2378065062,4398.98070575363,5319.68711687309,4218.57085215107,4810.73182776382,5282.3862344865,3556.15493678164,11119.8489111917,5538.25669150828,5618.04868274427,5290.13903395394,4389.52528227586,3915.37084581456,3724.43947781173,3246.97355246899,6708.86747606185,"protein_coding","ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]"
"5647","ATP5F1D","chr19",1235888,1235960,73,"*",24918545,24918548,"R","chr19:1235888-1235960","3CpGs","72bp",0.775,0.0502,0.725,0.69,0.673,0.00263,"M","chr19:1235888-1235960",-5786,"ENSG00000099624",5099.7637146342,-0.48459565634754,0.197435182123365,0.00787010379243482,0.0249707584421412,4458.2378065062,4398.98070575363,5319.68711687309,4218.57085215107,4810.73182776382,5282.3862344865,3556.15493678164,11119.8489111917,5538.25669150828,5618.04868274427,5290.13903395394,4389.52528227586,3915.37084581456,3724.43947781173,3246.97355246899,6708.86747606185,"protein_coding","ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]"
"5648","ATP5F1D","chr19",1235140,1235251,112,"*",24918494,24918505,"R","chr19:1235140-1235251","11CpGs","111bp",0.961,0.2,0.762,0.701,0.697,0.00702,"M","chr19:1235140-1235251",-6495,"ENSG00000099624",5099.7637146342,-0.48459565634754,0.197435182123365,0.00787010379243482,0.0249707584421412,4458.2378065062,4398.98070575363,5319.68711687309,4218.57085215107,4810.73182776382,5282.3862344865,3556.15493678164,11119.8489111917,5538.25669150828,5618.04868274427,5290.13903395394,4389.52528227586,3915.37084581456,3724.43947781173,3246.97355246899,6708.86747606185,"protein_coding","ATP synthase F1 subunit delta [Source:HGNC Symbol;Acc:HGNC:837]"
"5649","ATP5MC1","chr17",48882005,48882133,129,"*",23619713,23619716,"R","chr17:48882005-48882133","3CpGs","128bp",0.928,0.495,0.433,0.359,0.334,0.0253,"M","chr17:48882005-48882133",-10632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5650","ATP5MC2","chr12",53636171,53636260,90,"*",18288757,18288760,"R","chr12:53636171-53636260","3CpGs","89bp",0,0.439,0.439,0.387,0.385,0.0149,"U","chr12:53636171-53636260",41148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5651","ATP5MC2","chr12",53706713,53706763,51,"*",18289786,18289789,"R","chr12:53706713-53706763","3CpGs","50bp",0.307,0.754,0.448,0.351,0.333,0.0395,"U","chr12:53706713-53706763",-29305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5652","ATP5MC2","chr12",53722046,53722342,297,"*",18289958,18289965,"R","chr12:53722046-53722342","7CpGs","296bp",0.628,0.959,0.331,0.264,0.234,0.0414,"U","chr12:53722046-53722342",-44638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5653","ATP5MC2","chr12",53657968,53658273,306,"*",18288993,18289001,"R","chr12:53657968-53658273","8CpGs","305bp",0.618,0.0545,0.563,0.463,0.408,0.0401,"M","chr12:53657968-53658273",19135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5654","ATP5MC3","chr2",175393643,175395468,1826,"*",3951478,3951491,"R","chr2:175393643-175395468","13CpGs","1825bp",0.0116,0.415,0.404,0.349,0.34,0.0167,"U","chr2:175393643-175395468",-211933,"ENSG00000154518",5749.66762782367,-0.857281464334653,0.207745197535561,8.09338534387966e-06,6.36363994698378e-05,3041.91066210967,4613.97178353333,6014.51334432902,7431.99223107568,5457.12688316565,5177.4539571423,3385.42713435595,9276.12477045435,5682.27536860035,8347.93214823933,8569.49803335765,4901.17412048804,2551.94729239893,3385.41060589567,4117.02501102294,10040.8986990098,"protein_coding","ATP synthase membrane subunit c locus 3 [Source:HGNC Symbol;Acc:HGNC:843]"
"5655","ATP5MC3","chr2",175262390,175262995,606,"*",3950608,3950614,"R","chr2:175262390-175262995","6CpGs","605bp",0.567,0.905,0.338,0.317,0.3,0.00977,"U","chr2:175262390-175262995",-80680,"ENSG00000154518",5749.66762782367,-0.857281464334653,0.207745197535561,8.09338534387966e-06,6.36363994698378e-05,3041.91066210967,4613.97178353333,6014.51334432902,7431.99223107568,5457.12688316565,5177.4539571423,3385.42713435595,9276.12477045435,5682.27536860035,8347.93214823933,8569.49803335765,4901.17412048804,2551.94729239893,3385.41060589567,4117.02501102294,10040.8986990098,"protein_coding","ATP synthase membrane subunit c locus 3 [Source:HGNC Symbol;Acc:HGNC:843]"
"5656","ATP5MC3","chr2",175678955,175679788,834,"*",3953446,3953454,"R","chr2:175678955-175679788","8CpGs","833bp",0.0357,0.352,0.317,0.268,0.249,0.0224,"U","chr2:175678955-175679788",-497245,"ENSG00000154518",5749.66762782367,-0.857281464334653,0.207745197535561,8.09338534387966e-06,6.36363994698378e-05,3041.91066210967,4613.97178353333,6014.51334432902,7431.99223107568,5457.12688316565,5177.4539571423,3385.42713435595,9276.12477045435,5682.27536860035,8347.93214823933,8569.49803335765,4901.17412048804,2551.94729239893,3385.41060589567,4117.02501102294,10040.8986990098,"protein_coding","ATP synthase membrane subunit c locus 3 [Source:HGNC Symbol;Acc:HGNC:843]"
"5657","ATP5MC3","chr2",175256629,175256839,211,"*",3950504,3950507,"R","chr2:175256629-175256839","3CpGs","210bp",0.361,1,0.639,0.569,0.5,0.0442,"U","chr2:175256629-175256839",-74919,"ENSG00000154518",5749.66762782367,-0.857281464334653,0.207745197535561,8.09338534387966e-06,6.36363994698378e-05,3041.91066210967,4613.97178353333,6014.51334432902,7431.99223107568,5457.12688316565,5177.4539571423,3385.42713435595,9276.12477045435,5682.27536860035,8347.93214823933,8569.49803335765,4901.17412048804,2551.94729239893,3385.41060589567,4117.02501102294,10040.8986990098,"protein_coding","ATP synthase membrane subunit c locus 3 [Source:HGNC Symbol;Acc:HGNC:843]"
"5658","ATP5MC3","chr2",175301675,175303499,1825,"*",3950867,3950879,"R","chr2:175301675-175303499","12CpGs","1824bp",0.0518,0.644,0.592,0.529,0.517,0.00985,"U","chr2:175301675-175303499",-119965,"ENSG00000154518",5749.66762782367,-0.857281464334653,0.207745197535561,8.09338534387966e-06,6.36363994698378e-05,3041.91066210967,4613.97178353333,6014.51334432902,7431.99223107568,5457.12688316565,5177.4539571423,3385.42713435595,9276.12477045435,5682.27536860035,8347.93214823933,8569.49803335765,4901.17412048804,2551.94729239893,3385.41060589567,4117.02501102294,10040.8986990098,"protein_coding","ATP synthase membrane subunit c locus 3 [Source:HGNC Symbol;Acc:HGNC:843]"
